RASMC_RNA_PDGF_JQ1_2H	RASMC_RNA_PDGF_24H	LOG2_FOLD_CHANGE	P_VALUE
Actrt3	0.120053782708549	1.05015913180669	3.12885519119457	0.106403179699136
Acvr1	24.8125692709112	25.3952810254805	0.0334893090506874	0.680911049639238
Acvr1b	2.2505341025169	4.20296843293537	0.901141194781054	0.0151079239146897
Acvr2a	8.02059256405492	4.37474626418864	-0.874509484523749	0.00353149190886988
Acvr2b	1.15076423899523	1.17829877281983	0.0341131055745005	0.97479749353414
Acvrl1	0.262292804939136	1.83664317301878	2.80782122567908	0.0597358550851989
Acy1	14.8205747138449	55.9891790192878	1.91754663196297	0.0016209695064669
Acy3	4.36285696191011	27.114319149308	2.63570986395384	0.000252599463769415
Acyp1	10.095237682987	48.4096410496922	2.2616195188858	0.0076891073594357
Acyp2	2.61810161233972	8.40900881117372	1.68341466531781	0.00462914208841848
Ada	4.55753550741715	12.0335610086554	1.40073783113174	0.0667810613892841
Adal	2.30001254649287	3.03666152989401	0.40084438182104	0.297347044157678
Adam10	15.511660495862	25.1365278556541	0.696432249405618	0.00284218224492473
Adam15	19.8591656790153	37.160790267906	0.90397616885217	5.81214400212111e-05
Adam17	18.8445662430967	30.0656622820351	0.673968150369914	0.0162189649119316
Adam19	3.15239252114267	20.5662240956931	2.70575785446743	4.07996548727663e-06
Adam1a	2.16762435394647	1.93553312587388	-0.163383762474514	0.748949202161719
Adam23	0.567253742014766	2.02436028272882	1.83539994844456	0.0158103716021252
Adam4	0.23029292731834	0.683005247926227	1.56842655939318	0.395804449414025
Adam4l1	0.106405019253375	0.580565804352314	2.44789339281625	0.0701274730282269
Adam9	58.3279633310887	54.1434724332732	-0.107400283459181	0.278251827333065
Adamts1	142.388496288648	155.083362358103	0.123211325358633	0.46280083756811
Adamts10	18.2228027743873	35.8900615761345	0.977839527170217	0.0203967488932363
Adamts12	86.7481870491026	45.3527352605318	-0.935644043618572	0.0157979225347159
Adamts14	1.06215553303909	6.56026302016553	2.62675862024921	0.0771956043779088
Adamts15	0.37155813952685	0.875230156742991	1.23607447417274	0.120877620258951
Adamts2	15.591577453071	17.6252712186982	0.17687856015939	0.454011530806201
Adamts3	1.39084202892937	0.748031950598581	-0.89478677047684	0.284665267669706
Adamts4	0.102983211010196	1.59308628000954	3.95134333974015	0.142417542755339
Adamts5	2.18631725581162	7.82859311453526	1.84025029720088	0.00552574179061494
Adamts7	0.582952532585556	6.00923826051169	3.36573180384661	0.004391623069762
Adamts9	11.45732671509	3.687867915356	-1.63541157576325	0.0313349712099917
Adamtsl3	0.830789776836823	6.07431834959815	2.87016715231531	0.0156766096820701
Adamtsl4	13.8915561811748	17.2149022715972	0.309449766636355	0.077031301346436
Adamtsl5	8.76966535559422	33.9089617285269	1.95107291402691	0.0216494072223895
Adar	10.3965121599587	12.9368192276756	0.31538333419708	0.362887025913422
Adarb1	40.0157571969011	18.0016266051149	-1.15244093621934	0.000628645974199636
Adat1	1.47911629320749	1.16697011775674	-0.341967867667699	0.558124167182891
Adat2	0.929544110374083	7.92758282040451	3.09228581121218	0.0363630766624168
Adat3	10.3855044380487	10.1298826626762	-0.0359538284538089	0.896984716007928
Adck1	2.58049918006415	5.22567546914854	1.01796735933324	0.0293402822637478
Adck2	3.51468560378776	8.24794303530122	1.23063872583352	0.00681081111669354
Adck3	2.06229846521981	3.88153993905296	0.912375991016255	0.130653287721644
Adck4	12.9173346774559	24.6392317485564	0.931648853946733	0.0255336784640565
Adck5	11.2554814840246	16.4249837852234	0.545264172976017	0.00122118400437283
Adcy3	3.91080813240167	23.7662575351272	2.60337607738023	3.49660565646614e-05
Adcy4	3.59708985166251	19.5677648734768	2.44357687154183	0.000184485210557218
Adcy5	0.539306779290758	0.952965315721615	0.821317537344496	0.319253516050852
Adcy6	18.2683159908225	47.1022345675173	1.36645185442536	0.000354374802526088
Adcy7	0.23921267315358	4.85747580595854	4.34384108143184	0.031672024433903
Add1	100.032863725768	137.015797040025	0.45386819078133	0.00322969448065758
Add2	0.119001903482165	3.16679136514141	4.73396526741711	0.075525806511028
Add3	5.54857595402181	2.31249198727098	-1.26266918352364	0.0764055384800132
Adgre5	4.58812477788009	11.3385031820661	1.30525366756725	0.00141844300546054
Adgrg1	0.995774579597417	0.891490386401618	-0.159599946075724	0.758010456204327
Adgrl1	6.16088204524069	9.07587636115059	0.55890004117169	0.0228217465168633
Adgrl2	23.3266415777875	55.7950018001649	1.25815727688772	0.00388447195535707
Adh1	0.975062846982464	11.4756224965912	3.556933394969	0.0121691063695483
Adh5	47.2897967289964	77.88516524037	0.719819624331384	0.00460989717855089
Adh6a	0.0940495202546447	0.466352797755514	2.30992928276711	0.324469721779194
Adh7	1.5527717387133	10.3604402927567	2.73816764456755	0.000730663490867993
Adhfe1	0.515486516330846	1.26079430960923	1.29032633217327	0.236946293937408
Adi1	7.97441256171716	14.9574601957876	0.907415072555299	0.00577563165071728
Adipor1	91.5148284436853	141.195221045581	0.625613827361647	0.0045054012710077
Adipor2	49.4107979587871	52.7958909139586	0.095599294742921	0.580635775312514
Adk	30.0414523804982	27.7467117385485	-0.114637755027582	0.643954739868651
Adm	4.18721358681792	10.3082343712304	1.29973482832087	0.000872655219224754
Adm2	0.0840347602920366	4.52413965637256	5.75051344420341	0.217032665104204
Adnp	15.6068577606063	28.3483453499827	0.86108443117341	0.0009093788646852
Adnp2	7.44943209503453	11.2435994339832	0.593901610589524	0.0654318021189846
Ado	5.29680343788154	8.27029422103419	0.642816683282708	0.145508908807452
Adora2b	0.557838899533474	0.776255190677855	0.476682469715994	0.57068459895572
Adpgk	21.1574117299689	28.9494749121638	0.452374033092333	0.0230435463523299
Adprh	17.9937290421666	32.2687109328705	0.842641742903873	0.0127301276770223
Adprhl1	0.719955430769822	0.218527001083708	-1.72009604910698	0.0136384224756872
Adprhl2	37.4836575338068	74.3264872091244	0.987614692137921	0.0243019532103514
Adprm	17.3033310936923	25.2414874451268	0.544747128527509	0.169004956152045
Adra1d	0.894015322095459	14.5675111697796	4.02631104938891	0.0143765562716711
Adra2a	0.217382393058672	0.36720153718395	0.756337004542211	0.354792256867291
Adrb2	3.8142755066144	0.637597775430347	-2.58069055293525	0.00345207492139291
Adrbk1	23.9553338887037	34.8216733433827	0.539638611013129	0.0167665005780115
Adrm1	91.7474773194054	148.587336557938	0.695570771195378	0.00912530643222553
Adsl	13.993150621859	36.7231951077971	1.39197075767537	0.0112167285008358
Adss	118.562538040761	161.646653713821	0.447195405671621	0.0272776868979505
Aebp1	84.4623189801686	222.998897639377	1.40065681528717	0.000737057168045147
Aebp2	16.8810963917712	21.0989864064727	0.321765086546869	0.151580178853144
Aen	34.5941513360281	50.8302779040112	0.555159969360706	0.0741210846193906
Aes	324.978058311791	682.818255735853	1.07115931623327	0.000362202787633195
Afap1	52.5513538037738	44.0444658877953	-0.254767172355773	0.103339381908867
Afap1l2	0.587909323304587	5.19652799064137	3.1438824605115	0.00227899084625152
Aff1	11.4354654385729	10.295771418378	-0.151463157516068	0.320118156050294
Aff3	5.43446131064959	3.15809519171881	-0.783082377869482	0.0729842427052579
Aff4	22.1879157177416	21.7724587369692	-0.0272698119127388	0.851243312863139
Afg3l1	16.5118720120864	34.249512394468	1.05257975556726	0.000403587580982652
Afg3l2	38.0471455021772	40.4951008904896	0.089959161686801	0.391252340710947
Afmid	0.774695152897643	2.26229044352892	1.54608354304109	0.118506975045805
Aftph	8.02985277664728	28.9611823179752	1.85067505853546	8.13503821966894e-05
Aga	51.5267251624001	96.1040823451249	0.899276812302721	0.000531823994511361
Agap1	6.32677586532615	14.3177185537536	1.17825923331518	0.00930411632851784
Agap3	8.83765248902231	21.8175553684086	1.30375435023358	0.031001127472685
Agbl5	0.463372250466298	3.12793497456092	2.75496696672869	0.0179651802661807
Ager	1.65080624277535	2.11147482776914	0.355080248719933	0.704007876594464
Agfg1	32.1483688890263	43.7699663247361	0.445195732583731	0.0844204990905984
Agfg2	11.9897870270276	15.4551908929579	0.366285441000939	0.0401734519800561
Agk	3.61810337897806	14.8576565514415	2.03790104699685	0.010527686808504
Agl	5.70501073792434	9.59498636551149	0.750051154405254	0.0107176174839326
Ago1	3.14227630198424	8.41838465481907	1.42173338801483	0.000116300286531564
Ago2	11.9290992401213	13.3945196926852	0.167157739217282	0.411151846229067
Ago3	1.95913636321316	3.21308845802818	0.713742881447884	0.0735579591430008
Ago4	0.127794335736879	0.716954503689972	2.4880576789329	0.0904653966066634
Agpat1	42.7169617608795	105.740818963733	1.30765146129887	0.024682581036142
Agpat2	33.5988890074189	34.2536069555071	0.0278423848599016	0.943668847961384
Agpat3	3.75565770911789	8.53381800762668	1.18412576225826	0.00455626364674334
Agpat4	11.8670884441563	52.4053590153523	2.14274833315783	0.0103212875074984
Agpat5	11.0617182215604	23.9438476211187	1.11407950521796	0.00774721144590571
Agpat6	38.265770852329	38.1037532514837	-0.00612135122461377	0.973115339274004
Agpat9	19.2454537847411	4.71464069122594	-2.02929795799501	0.00450767262254204
Agps	19.5423664483947	23.0247607464952	0.236580986652902	0.289602705377411
Agrn	22.5127886085441	36.2928306901399	0.688939814176055	0.0227837503488551
Agrp	0.764624150460971	1.51944749807521	0.990724152683411	0.650682937227104
Agt	0.731945104635347	0.680060688606412	-0.106071953266542	0.928698139804489
Agtpbp1	6.9019102048842	11.2724682167552	0.707735832954406	0.001086664674952
Agtr1a	8.79154483360071	12.6563285668411	0.525670358351593	0.0397673821029923
Agtrap	2.92174493858965	18.7220172568781	2.6798337456754	0.0241339576519761
Ahctf1	17.9988176958046	12.6325066629605	-0.510761201187877	0.0472085196932234
Ahcy	55.0299768381532	60.0685898836364	0.126393075402368	0.284626075345167
Ahcyl1	69.9341797388542	92.514199252141	0.403677077190381	0.0161392609243114
Ahcyl2	4.615638992647	3.65817082111199	-0.335407945100713	0.268436312153253
Ahdc1	9.18458591647043	9.33675092791553	0.0237059180568319	0.848646942050761
Ahi1	6.26250646687867	6.75595151896022	0.109418787241077	0.785583618240675
Ahnak	90.0678962233534	40.2627280616335	-1.16156803629114	0.0106182770037233
Ahr	12.7127537091278	30.7252010196819	1.27314588314898	0.00270878883758102
Ahrr	0.223832571359864	0.814362031235393	1.86325031115741	0.143333843374191
Ahsa1	60.6452401311199	131.789886016851	1.11977333554373	0.006488127241171
Ahsa2	11.2425558080181	14.6735404628273	0.384246963959449	0.0196321420275449
Aida	46.6345281219003	70.1067989937506	0.58815584497536	0.00147756119886825
Aif1l	6.85981015601576	1.24644177613256	-2.46035315748973	0.000186315502604548
Aifm1	17.5179067459843	47.8352050404429	1.44924238791338	0.00527234817815623
Aifm2	1.9650692475345	10.2740863417496	2.38635804506274	0.0246939262165375
Aifm3	1.07772712174119	0.739103711882225	-0.544143212638269	0.589629780542053
Aig1	12.5578720500454	67.3309376873512	2.42267753859079	0.00221965472714279
Aimp1	57.728427835939	78.0179938562282	0.434524965758701	0.0241547465469187
Aimp2	64.2635965281155	55.2488354940742	-0.218057667397987	0.237659791822702
Aip	19.8331921534862	43.6748061827662	1.13888440274738	0.00210039172186604
Ajuba	26.1361500347551	33.1917784520431	0.344779290962818	0.170158590207303
Ak1	0.756692952371098	26.919559399693	5.15280297857415	0.00057579031013066
Ak2	42.3418790642409	52.2240214191365	0.302628258885273	0.140867711812923
Ak3	65.6856390843696	123.524649173352	0.91114906603797	6.00809713585324e-05
Ak4	11.5063671698924	7.44282508895682	-0.62851017545622	0.0937821881047113
Ak6	42.3449238286868	31.7099657492324	-0.41725271519843	0.0256141572915247
Ak8	0.476047437944873	0.108468740094738	-2.13382601639661	0.380972013091266
Akap1	25.9256251125169	32.9783805530174	0.347141779689068	0.167515911784124
Akap10	4.95562433772823	12.4930753956081	1.33398993314621	0.00743557975030962
Akap11	6.86910420145433	14.5176912151546	1.0796181613224	0.000782218053916695
Akap12	257.167790188287	112.233133515215	-1.19621130707891	0.00309784761524558
Akap13	7.83508055490784	9.67193278241179	0.303856110669111	0.0359881361365394
Akap17a	10.9717166439829	23.694150806832	1.11074168734629	0.00427414686451346
Akap2	39.6170661338686	21.6408729019978	-0.872363351915008	0.00209405273570975
Akap5	0.508162548088797	0.297150802111547	-0.77409477646321	0.474361047506047
Akap6	0.568167135441459	5.48492919377623	3.2710857075893	0.0191652981026629
Akap7	1.933813552836	4.48012049097412	1.21208882831289	0.115597591483963
Akap8	22.0011723931091	28.1205800565883	0.354045950094762	0.0126003202598604
Akap8l	22.3417048242735	38.3364968811294	0.778979234717277	0.0052901942673334
Akap9	4.87370133867758	8.61908756494783	0.822517305463611	0.000574005333577249
Akip1	13.7788330730233	17.7569654732495	0.365931345810663	0.208172726128743
Akirin1	52.2634603916346	37.9527468262389	-0.461598345101681	0.0182730591439246
Akirin2	38.0159134034488	57.7771709224321	0.603896108673858	0.0432791976620218
Akna	0.989598392692341	4.66796137552706	2.23787756149107	0.0380734504204987
Akr1a1	455.614614099868	782.761600604757	0.780758961347882	0.00294293476420203
Akr1b1	265.128076416504	183.384828954044	-0.531815163474779	0.0126594768531065
Akr1b8	0.478174030154076	2.85526684271289	2.57801789697326	0.02634435920433
Akr1c12l1	0.0962209424751632	1.58349261905055	4.04061540193758	0.251179066185428
Akr1c13	0.270023205235137	22.5147965633665	6.38164623694559	0.000156935006468505
Akr1c14	0.0922558427111923	0.218225748556141	1.24210914857323	0.170323008934186
Akr1c19	0.0953586101630535	0.613823641267928	2.68638909791273	0.306674870778512
Akr1cl	1.52008285701993	1.35349868061551	-0.167456483338665	0.875190891920823
Akr1e2	1.97377825781314	5.09418172324714	1.36789050463086	0.0222997020054915
Akr7a2	32.6521961024307	33.2783867058563	0.0274054681617712	0.450136782290739
Akt1	104.252831793689	234.960335311296	1.17233065787526	0.00219880850703844
Akt1s1	26.288612904684	87.6581867979923	1.73745081570772	0.0224130182004566
Akt2	20.8028706018855	50.4584874288327	1.27831433940136	0.00251244421709879
Akt3	30.2647665568567	52.1123629112091	0.783986448769592	0.0296252466659635
Aktip	24.986618461238	24.9100073111349	-0.00443022394693315	0.953828091953284
Alad	16.4650476453086	26.8480417133026	0.705410175679536	0.0439029020184914
Alas1	31.8691200533412	21.4813069246979	-0.56907741534025	0.0101474704572817
Alcam	44.7749186293501	40.4273068799075	-0.147360710649433	0.158051403262274
Aldh16a1	17.4730103267009	40.0080422435082	1.19516184998052	0.000649035767712562
Aldh1a2	11.0753845902709	1.40351302918895	-2.98024243496376	0.00705674145471573
Aldh1a3	0.196662830557543	0.188932608358893	-0.0578525911704128	0.937810466259728
Aldh1l2	5.32497672223889	30.5963838474606	2.52251402864782	9.40202914799047e-06
Aldh2	164.834686236431	192.435832361191	0.223357598577353	0.0201894308978371
Aldh3a1	0.423683690408819	0.827419834484968	0.965631947926895	0.342058820837093
Aldh3a2	31.6786060781209	33.4524256441464	0.0786019695013317	0.570861214466424
Aldh3b1	1.16947167229728	9.85120789430293	3.07444371355838	0.00208089167800855
Aldh4a1	10.0481281144164	15.7299113915692	0.646583779972942	0.046105505473768
Aldh5a1	0.669316072196687	1.99782653192818	1.57767175859961	0.0939184222558297
Aldh6a1	36.373851589354	41.3626390940263	0.185426538670736	0.208906292135868
Aldh7a1	78.8904551420323	129.317679300782	0.712996856571118	0.0046302474870384
Aldh9a1	79.1711091573404	108.705721344834	0.457381905310777	0.00581525198644688
Aldoa	725.29655600314	1406.18796000703	0.955146543529079	0.00444309644542329
Aldoart2	1.19159265205269	1.25455894498654	0.0742891244715782	0.864966290744344
Aldoc	0.869389206659181	2.66064523747255	1.61370206852491	0.103166081621231
Alg1	5.53558655796257	18.0578237775264	1.70581593812764	0.0224235860721746
Alg10	9.41887508331718	10.1359354118081	0.105852565440599	0.605768707875074
Alg11	13.6907738479289	17.9899321223507	0.393985748372718	0.0894211106448509
Alg12	3.80211578586837	12.0197609278117	1.66053382905896	0.012786323512051
Alg13	5.02247492080619	6.30758521359418	0.328689336680301	0.446259703370134
