RASMC_RNA_PDGF_JQ1_2H	RASMC_RNA_PDGF_JQ1_24H	LOG2_FOLD_CHANGE	P_VALUE
Acvr2b	1.15076423899523	0.844805900601946	-0.445900477434925	0.699790929617798
Acvrl1	0.262292804939136	0.139169826984313	-0.91433177452317	0.332406984897211
Acy1	14.8205747138449	39.6973626498892	1.42144176936578	0.00262739038408066
Acy3	4.36285696191011	0.684306283910681	-2.67255907447218	0.0702513888356343
Acyp1	10.095237682987	19.8739939090137	0.977206950000732	0.00450986890981879
Acyp2	2.61810161233972	6.76830298400074	1.37027306087536	0.0557684750205306
Ada	4.55753550741715	3.55275585265823	-0.3593153469604	0.355797390458481
Adal	2.30001254649287	3.82283866162988	0.733002583179681	0.073916450939901
Adam10	15.511660495862	23.123671132268	0.576017326827678	0.0376280310177329
Adam15	19.8591656790153	33.4043008534664	0.750228849991175	0.00862827692395864
Adam17	18.8445662430967	25.7225818884609	0.448886871577742	0.0469692752236342
Adam19	3.15239252114267	3.10714655685751	-0.0208568919786655	0.925031036185303
Adam1a	2.16762435394647	0.712043058694805	-1.60607836981214	0.055265110935161
Adam23	0.567253742014766	3.75075060194403	2.72511321120087	0.0207194871528195
Adam4	0.23029292731834	0.294850503226439	0.356513552205291	0.465551352438657
Adam4l1	0.106405019253375	0.334497984872228	1.65243131350214	0.124636952540747
Adam9	58.3279633310887	40.0073029981756	-0.543924323732271	0.00829846934240591
Adamts1	142.388496288648	48.2880892966582	-1.56009331022016	0.003272406030879
Adamts10	18.2228027743873	7.2775162941685	-1.3242268015792	0.0463201980555096
Adamts12	86.7481870491026	3.78491631719174	-4.51850029877972	0.00468917020877278
Adamts14	1.06215553303909	0.252291511313396	-2.07383146679292	0.288251741126204
Adamts15	0.37155813952685	0.18401453163012	-1.01376827357727	0.434789441367379
Adamts2	15.591577453071	7.66273735324104	-1.02483513572008	0.00851571448798725
Adamts3	1.39084202892937	0.838259623683776	-0.730489522514703	0.359076700659874
Adamts4	0.102983211010196	0.110262402604134	0.09853178393881	0.759431494666156
Adamts5	2.18631725581162	4.86783813464092	1.15477843112641	0.0103530935737202
Adamts7	0.582952532585556	0.592023229983394	0.0222753703455456	0.939991910617013
Adamts9	11.45732671509	1.57818127792462	-2.85993563074703	0.0209256590120748
Adamtsl3	0.830789776836823	0.1990792142747	-2.06114086530312	0.216500523323158
Adamtsl4	13.8915561811748	4.42007379111839	-1.65206586409815	0.00011233707864309
Adamtsl5	8.76966535559422	8.62519532121787	-0.0239646638775099	0.897027379220067
Adar	10.3965121599587	10.0640528301252	-0.0468882110678682	0.899682387615827
Adarb1	40.0157571969011	12.6000199484786	-1.66714219101948	3.14231459426723e-05
Adat1	1.47911629320749	1.43261917390459	-0.0460803304896627	0.929005897560074
Adat2	0.929544110374083	0.956807958212718	0.0417060610550032	0.970737722649818
Adat3	10.3855044380487	9.66624374979425	-0.103544011341412	0.728847315181373
Adck1	2.58049918006415	3.60738877331852	0.483304740545046	0.225242872464521
Adck2	3.51468560378776	7.79321327810434	1.14882265646115	0.00175443585120946
Adck3	2.06229846521981	3.62729341065935	0.814640307982282	0.0765014915203243
Adck4	12.9173346774559	15.4163676923629	0.255154467011312	0.239361460244608
Adck5	11.2554814840246	17.0508069293712	0.599212243061354	0.00809694909237191
Adcy3	3.91080813240167	5.31223297384387	0.441851661104568	0.151053261528664
Adcy4	3.59708985166251	2.11314705672115	-0.767437027146884	0.104180480432513
Adcy5	0.539306779290758	0.195098357169609	-1.46690453943636	0.135336469453369
Adcy6	18.2683159908225	15.5184704164712	-0.235357284852576	0.279478161040556
Adcy7	0.23921267315358	2.24848852108817	3.23258979018185	0.0207117855566212
Add1	100.032863725768	101.836322178221	0.0257781768671128	0.865396582225162
Add2	0.119001903482165	0.238421738709849	1.00253113300421	0.150589490811679
Add3	5.54857595402181	2.27902652015992	-1.28369983746642	0.0782024749874592
Adgre5	4.58812477788009	8.50374914774852	0.890194412227155	0.01172617534329
Adgrg1	0.995774579597417	0.117049080182209	-3.08870558913676	0.00519802717336211
Adgrl1	6.16088204524069	3.44052028143887	-0.840510166157398	0.00815616798036517
Adgrl2	23.3266415777875	19.6300459056302	-0.248915065565553	0.140853636181698
Adh1	0.975062846982464	3.8074316118092	1.96525100874165	0.0315125687536652
Adh5	47.2897967289964	64.0980166798037	0.438750777166816	0.144409606134329
Adh6a	0.0940495202546447	0.0916534489619478	-0.0372314135263785	0.79053122652753
Adh7	1.5527717387133	1.64460421053742	0.0828946620371178	0.895081241565121
Adhfe1	0.515486516330846	0.200599645744991	-1.36161563308406	0.50438847284279
Adi1	7.97441256171716	8.70170183627925	0.125919337709132	0.641167315380312
Adipor1	91.5148284436853	94.144510707591	0.040871451061107	0.70175239979913
Adipor2	49.4107979587871	56.7061893831883	0.198679856696931	0.286085211755623
Adk	30.0414523804982	20.4793567302838	-0.552784162827793	0.143486715387674
Adm	4.18721358681792	2.53881790303401	-0.721833589562532	0.109522957924071
Adm2	0.0840347602920366	0.324270303042555	1.94813879109472	0.24264808391242
Adnp	15.6068577606063	13.566148761389	-0.20216888045306	0.425789320817726
Adnp2	7.44943209503453	8.07804417352559	0.116875588822857	0.509499712820414
Ado	5.29680343788154	6.66331234381303	0.331117549917352	0.411951859996264
Adora2b	0.557838899533474	0.21551932339058	-1.37203131402057	0.294774804057674
Adpgk	21.1574117299689	38.7442368005354	0.872818578029133	0.0151263123919525
Adprh	17.9937290421666	25.2399683407297	0.488215897265028	0.108107808016482
Adprhl1	0.719955430769822	0.17332097786651	-2.05446131715893	0.00779581329185968
Adprhl2	37.4836575338068	43.8949431160107	0.227793011362283	0.247516644639793
Adprm	17.3033310936923	21.2394671306459	0.295697771064285	0.152542379346285
Adra1d	0.894015322095459	0.21124764279253	-2.08136431410421	0.0408374338786257
Adra2a	0.217382393058672	0.168403407992691	-0.368313759021296	0.503186500324466
Adrb2	3.8142755066144	1.32705215834061	-1.52318397846168	0.0146106266122936
Adrbk1	23.9553338887037	26.5981699578568	0.150980065097059	0.133256399300487
Adrm1	91.7474773194054	162.435234206762	0.82412420942798	0.0171699694974464
Adsl	13.993150621859	38.556359188978	1.46224799831242	0.000783260158464785
Adss	118.562538040761	69.3543577911207	-0.773589796143849	0.00191613383660521
Aebp1	84.4623189801686	23.4881061658801	-1.84637746375521	0.00332800618751381
Aebp2	16.8810963917712	11.6055417047607	-0.540594743055543	0.0506147201181501
Aen	34.5941513360281	22.1120691262925	-0.645694118114174	0.0114739053319259
Aes	324.978058311791	296.886310900731	-0.130431740559827	0.333142656412452
Afap1	52.5513538037738	31.9703300391515	-0.716994293149433	0.00886460366712996
Afap1l2	0.587909323304587	0.401119286489629	-0.551562321897852	0.594686548992807
Aff1	11.4354654385729	7.90232198828584	-0.533166549813468	0.0367469840711325
Aff3	5.43446131064959	1.28199901324569	-2.08374188411078	0.0244953372032222
Aff4	22.1879157177416	18.1741979397158	-0.287882453610609	0.125836290295546
Afg3l1	16.5118720120864	23.8813806454647	0.532382551806891	0.00339196055266564
Afg3l2	38.0471455021772	33.0848407693361	-0.201617883015332	0.200383509572009
Afmid	0.774695152897643	0.643526747038003	-0.267628600335404	0.758770021208914
Aftph	8.02985277664728	21.1203842314571	1.39519063908482	0.021684045215067
Aga	51.5267251624001	25.7064686400871	-1.00318946606909	0.0185787247454903
Agap1	6.32677586532615	10.7185791424684	0.760571282025881	0.026168756897786
Agap3	8.83765248902231	17.452344048149	0.981685711599092	0.0198093842585221
Agbl5	0.463372250466298	0.741094473736247	0.677485817614026	0.377032756372929
Ager	1.65080624277535	0.576291997142345	-1.51829890869508	0.372677249281219
Agfg1	32.1483688890263	39.0618651652964	0.281015296697338	0.344259590615082
Agfg2	11.9897870270276	8.69749612079992	-0.46313399708541	0.0426573034173176
Agk	3.61810337897806	11.315904321153	1.64504634819357	0.0020387858634762
Agl	5.70501073792434	6.25821865467847	0.133522463554226	0.512414769954535
Ago1	3.14227630198424	4.89006674908767	0.638044114871196	0.024324222781105
Ago2	11.9290992401213	11.4991942137364	-0.0529523396809186	0.683524859057866
Ago3	1.95913636321316	2.26303251960737	0.208039498105878	0.704657109381969
Ago4	0.127794335736879	0.202545678599323	0.664423412085674	0.034577786599441
Agpat1	42.7169617608795	74.725999889899	0.806801257222503	0.015833373393263
Agpat2	33.5988890074189	15.762375337111	-1.09192856865281	0.140906984383
Agpat3	3.75565770911789	5.46483297692702	0.54111182145186	0.0120506807068865
Agpat4	11.8670884441563	19.5685796321646	0.721573025700103	0.0363775143431144
Agpat5	11.0617182215604	11.6022553771374	0.0688297824988354	0.778413032720228
Agpat6	38.265770852329	44.7270281392492	0.225092439906523	0.356160661945162
Agpat9	19.2454537847411	2.59574516662828	-2.89029702758116	0.00101074750200212
Agps	19.5423664483947	20.5941627151427	0.0756302940920616	0.77074943898056
Agrn	22.5127886085441	14.1259825368706	-0.672393553158326	0.0283651997020123
Agrp	0.764624150460971	0.432759804350547	-0.821184263242261	0.442523557172885
Agt	0.731945104635347	0.131938925805507	-2.47186518723723	0.290470003587202
Agtpbp1	6.9019102048842	9.08917581674019	0.397153776278076	0.174294099431219
Agtr1a	8.79154483360071	5.98765585264204	-0.554125392049122	0.117502731302202
Agtrap	2.92174493858965	6.05539478271545	1.05139078000774	0.0167044309858431
Ahctf1	17.9988176958046	16.6715306334025	-0.110515576104411	0.519609276041167
Ahcy	55.0299768381532	82.5468146324451	0.584994823159665	0.0147660589926413
Ahcyl1	69.9341797388542	79.3446095601741	0.182134480961118	0.252706528159541
Ahcyl2	4.615638992647	5.33750002848818	0.209633782913786	0.40808186306316
Ahdc1	9.18458591647043	4.47971210208028	-1.03580866195531	0.00537876456565859
Ahi1	6.26250646687867	9.79147170786594	0.644785532424947	0.137004241196623
Ahnak	90.0678962233534	46.6747205963335	-0.94837157759917	0.0108750209267909
Ahr	12.7127537091278	15.4029771677011	0.276932663174159	0.248905851337424
Ahrr	0.223832571359864	0.145595928517734	-0.620449975497717	0.501904841797309
Ahsa1	60.6452401311199	140.35083698395	1.21057134545039	0.0124312083250797
Ahsa2	11.2425558080181	12.6521517665212	0.170412721091211	0.320824361922707
Aida	46.6345281219003	38.0725896072451	-0.292645817426721	0.105143306350248
Aif1l	6.85981015601576	0.483090867046273	-3.82780216700099	0.00021280631661878
Aifm1	17.5179067459843	34.365734919939	0.97214041772446	0.000674064926124947
Aifm2	1.9650692475345	2.14886780047799	0.128996577260577	0.630282842176919
Aifm3	1.07772712174119	0.774447479440084	-0.476752628488042	0.61646993221629
Aig1	12.5578720500454	38.0962926310888	1.60105858947827	0.0040814235743618
Aimp1	57.728427835939	85.9151012274201	0.573629799163019	0.020451990440918
Aimp2	64.2635965281155	85.2803761735822	0.408212078015661	0.0290630725880991
Aip	19.8331921534862	28.5390079670454	0.525018288634356	0.0441066292228066
Ajuba	26.1361500347551	11.7791674228942	-1.14980907175659	0.0379249190387749
Ak1	0.756692952371098	5.46466434134839	2.85235296983889	0.00084621015715834
Ak2	42.3418790642409	33.7363015251247	-0.327783474072606	0.109125712025226
Ak3	65.6856390843696	54.5657047265437	-0.267583504295497	0.14962399039786
Ak4	11.5063671698924	5.08349149758218	-1.17854078301195	0.0341595016158234
Ak6	42.3449238286868	29.6829141362993	-0.512556298063139	0.156280955907144
Ak8	0.476047437944873	0.131024640838791	-1.86126719040047	0.405261791854588
Akap1	25.9256251125169	41.8061238576507	0.689335511711661	0.0506842771140834
Akap10	4.95562433772823	11.2235583768512	1.17939141530784	0.0337941643271942
Akap11	6.86910420145433	12.3152688096427	0.842254243543041	0.0508164175918019
Akap12	257.167790188287	29.3719736370674	-3.13019784367194	0.00485205041513525
Akap13	7.83508055490784	7.29169991608897	-0.103692917900703	0.602771661795052
Akap17a	10.9717166439829	18.8633417174756	0.781796009253787	0.00894961971715826
Akap2	39.6170661338686	13.0150565639924	-1.60594046274712	0.00016489186550219
Akap5	0.508162548088797	0.113372776590918	-2.16421579411212	0.202035025107615
Akap6	0.568167135441459	0.152667688097317	-1.89592063390644	0.0747185054550345
Akap7	1.933813552836	1.87099315961231	-0.0476444211068648	0.897368286625478
Akap8	22.0011723931091	27.0587385877249	0.298514182184591	0.130697382008752
Akap8l	22.3417048242735	40.9317154939083	0.873479855527301	0.0399013207728988
Akap9	4.87370133867758	4.81201454564485	-0.0183768416848173	0.914091168902969
Akip1	13.7788330730233	6.93409564902977	-0.990674069273735	0.0473732822502365
Akirin1	52.2634603916346	44.180203558798	-0.242402583552518	0.0780255940260897
Akirin2	38.0159134034488	49.7925026112215	0.389325073302991	0.0971698957637806
Akna	0.989598392692341	3.17510791223117	1.68189056332036	0.032109323893952
Akr1a1	455.614614099868	445.60188543564	-0.0320586860203465	0.78092296514922
Akr1b1	265.128076416504	226.715700832643	-0.225805150108274	0.143587664166892
Akr1b8	0.478174030154076	8.08180367226907	4.07906962131037	0.00915111112298847
Akr1c12l1	0.0962209424751632	0.129935359602755	0.433371252408686	0.465790488417942
Akr1c13	0.270023205235137	1.70541205693245	2.65896506140224	0.00230686039090638
Akr1c14	0.0922558427111923	0.0952947150192738	0.046755923190018	0.808683378625253
Akr1c19	0.0953586101630535	0.0916533145570734	-0.0571761534609151	0.734375756198416
Akr1cl	1.52008285701993	0.21485669583873	-2.8227033211863	0.200572399212474
Akr1e2	1.97377825781314	4.50104467210502	1.18929996256281	0.0165970352768952
Akr7a2	32.6521961024307	59.1466668947954	0.857116843363347	0.100112332657973
Akt1	104.252831793689	124.143673548668	0.251924170837968	0.173588682962397
Akt1s1	26.288612904684	87.1561835229687	1.72916500230662	0.00499053921054196
Akt2	20.8028706018855	29.6102927548265	0.509316133860835	0.0386243323560053
Akt3	30.2647665568567	26.170982741915	-0.209671123272042	0.164892353927315
Aktip	24.986618461238	27.2431463717881	0.124737664083613	0.165008375194501
Alad	16.4650476453086	18.8685869919203	0.196579701469079	0.232331269402659
Alas1	31.8691200533412	25.6063069219971	-0.315659990259501	0.0571105318482092
Alcam	44.7749186293501	71.5017615878543	0.67528797561993	0.0280665220673956
Aldh16a1	17.4730103267009	36.3352063489971	1.05623991597998	0.0104525822917236
Aldh1a2	11.0753845902709	1.56355505271999	-2.8244548744021	0.00501585827713559
Aldh1a3	0.196662830557543	0.19885654238555	0.0160037148399441	0.979842579205786
Aldh1l2	5.32497672223889	4.65726124848653	-0.193293406486588	0.501234258391265
Aldh2	164.834686236431	209.410863494625	0.345316424696476	0.113823677228544
Aldh3a1	0.423683690408819	0.271292640667816	-0.643137681322107	0.54908802206294
Aldh3a2	31.6786060781209	26.9085009560412	-0.235446833142401	0.27803979381735
Aldh3b1	1.16947167229728	2.18495618117023	0.901747430858049	0.0263883806508054
Aldh4a1	10.0481281144164	10.1355944624482	0.0125039428164458	0.94317746789116
Aldh5a1	0.669316072196687	1.14700678186528	0.777114358475959	0.248726547987799
Aldh6a1	36.373851589354	31.4847701271126	-0.208247565206247	0.183232624132001
Aldh7a1	78.8904551420323	56.1656013233549	-0.490163939977312	0.0291045393550796
Aldh9a1	79.1711091573404	63.7113215503382	-0.313424299869956	0.0329208018584019
Aldoa	725.29655600314	1143.62341705123	0.656969162737182	0.0141986829683538
Aldoart2	1.19159265205269	0.863033496388699	-0.465402672319653	0.179017680239857
Aldoc	0.869389206659181	0.220017702131879	-1.98238258044383	0.179526197148088
Alg1	5.53558655796257	18.8581824222001	1.76838253369769	0.000233794010355243
Alg10	9.41887508331718	9.5135397168634	0.0144274607319164	0.944742961423642
