RASMC_RNA_PDGF_24H	RASMC_RNA_PDGF_JQ1_24H	LOG2_FOLD_CHANGE	P_VALUE
Adam17	30.0656622820351	25.7225818884609	-0.225081278792172	0.201136641589519
Adam19	20.5662240956931	3.10714655685751	-2.72661474644609	1.8206913856685e-06
Adam1a	1.93553312587388	0.712043058694805	-1.44269460733763	0.15510040388677
Adam23	2.02436028272882	3.75075060194403	0.88971326275631	0.0927219368389921
Adam4	0.683005247926227	0.294850503226439	-1.21191300718789	0.455367265494457
Adam4l1	0.580565804352314	0.334497984872228	-0.795462079314114	0.211834516606799
Adam9	54.1434724332732	40.0073029981756	-0.43652404027309	0.0124807840304586
Adamts1	155.083362358103	48.2880892966582	-1.68330463557879	0.0114194179458831
Adamts10	35.8900615761345	7.2775162941685	-2.30206632874941	0.000161719308954442
Adamts12	45.3527352605318	3.78491631719174	-3.58285625516115	0.000505674652815536
Adamts14	6.56026302016553	0.252291511313396	-4.70059008704213	0.069449301088153
Adamts15	0.875230156742991	0.18401453163012	-2.24984274775001	0.0481448071731565
Adamts2	17.6252712186982	7.66273735324104	-1.20171369587947	0.0236755721056819
Adamts3	0.748031950598581	0.838259623683776	0.164297247962136	0.794824830223181
Adamts4	1.59308628000954	0.110262402604134	-3.85281155580134	0.143498409852719
Adamts5	7.82859311453526	4.86783813464092	-0.685471866074476	0.0065173044979798
Adamts7	6.00923826051169	0.592023229983394	-3.34345643350107	0.00562842105971322
Adamts9	3.687867915356	1.57818127792462	-1.22452405498378	0.00575736478826623
Adamtsl3	6.07431834959815	0.1990792142747	-4.93130801761843	0.0211475328187063
Adamtsl4	17.2149022715972	4.42007379111839	-1.96151563073451	0.00258592274388493
Adamtsl5	33.9089617285269	8.62519532121787	-1.97503757790442	0.024005629391627
Adar	12.9368192276756	10.0640528301252	-0.362271545264948	0.129382510155382
Adarb1	18.0016266051149	12.6000199484786	-0.514701254800139	0.0154335959664047
Adat1	1.16697011775674	1.43261917390459	0.295887537178036	0.539322780680011
Adat2	7.92758282040451	0.956807958212718	-3.05057975015718	0.0442712011721721
Adat3	10.1298826626762	9.66624374979425	-0.0675901828876027	0.622992013526124
Adck1	5.22567546914854	3.60738877331852	-0.534662618788194	0.0845212218859787
Adck2	8.24794303530122	7.79321327810434	-0.0818160693723683	0.585051754708612
Adck3	3.88153993905296	3.62729341065935	-0.0977356830339727	0.799925744965819
Adck4	24.6392317485564	15.4163676923629	-0.676494386935421	0.0355036191382241
Adck5	16.4249837852234	17.0508069293712	0.0539480700853372	0.550902389294447
Adcy3	23.7662575351272	5.31223297384387	-2.16152441627566	0.000133337582783074
Adcy4	19.5677648734768	2.11314705672115	-3.21101389868871	4.72720930605411e-06
Adcy5	0.952965315721615	0.195098357169609	-2.28822207678086	0.131964086032426
Adcy6	47.1022345675173	15.5184704164712	-1.60180913927794	0.0002525573355162
Adcy7	4.85747580595854	2.24848852108817	-1.11125129124999	0.077219696951135
Add1	137.015797040025	101.836322178221	-0.428090013914217	0.0434073711697229
Add2	3.16679136514141	0.238421738709849	-3.7314341344129	0.0806344530879782
Add3	2.31249198727098	2.27902652015992	-0.0210306539427837	0.940763308998832
Adgre5	11.3385031820661	8.50374914774852	-0.415059255340096	0.0295941475915144
Adgrg1	0.891490386401618	0.117049080182209	-2.92910564306103	0.11758511935431
Adgrl1	9.07587636115059	3.44052028143887	-1.39941020732909	0.00713699884622572
Adgrl2	55.7950018001649	19.6300459056302	-1.50707234245327	0.000792279879856393
Adh1	11.4756224965912	3.8074316118092	-1.59168238622735	0.0153363233164821
Adh5	77.88516524037	64.0980166798037	-0.281068847164567	0.200909679195201
Adh6a	0.466352797755514	0.0916534489619478	-2.34716069629349	0.322138004640498
Adh7	10.3604402927567	1.64460421053742	-2.65527298253043	8.87976283984923e-05
Adhfe1	1.26079430960923	0.200599645744991	-2.65194196525733	0.098387090037143
Adi1	14.9574601957876	8.70170183627925	-0.781495734846167	0.0139188721172818
Adipor1	141.195221045581	94.144510707591	-0.58474237630054	0.00465772883615655
Adipor2	52.7958909139586	56.7061893831883	0.10308056195401	0.237725118974346
Adk	27.7467117385485	20.4793567302838	-0.43814640780021	0.0117241391547445
Adm	10.3082343712304	2.53881790303401	-2.0215684178834	0.000920440699399444
Adm2	4.52413965637256	0.324270303042555	-3.80237465310869	0.233970140882815
Adnp	28.3483453499827	13.566148761389	-1.06325331162647	0.008465213504401
Adnp2	11.2435994339832	8.07804417352559	-0.477026021766668	0.0907456585767011
Ado	8.27029422103419	6.66331234381303	-0.311699133365356	0.226522001024191
Adora2b	0.776255190677855	0.21551932339058	-1.84871378373657	0.15191766886009
Adpgk	28.9494749121638	38.7442368005354	0.4204445449368	0.079115602510573
Adprh	32.2687109328705	25.2399683407297	-0.354425845638846	0.110870795189359
Adprhl1	0.218527001083708	0.17332097786651	-0.334365268051948	0.386524263548601
Adprhl2	74.3264872091244	43.8949431160107	-0.759821680775637	0.0309156264691793
Adprm	25.2414874451268	21.2394671306459	-0.249049357463224	0.414420159726639
Adra1d	14.5675111697796	0.21124764279253	-6.10767536349312	0.0135901581051827
Adra2a	0.36720153718395	0.168403407992691	-1.12465076356351	0.244174715373727
Adrb2	0.637597775430347	1.32705215834061	1.05750657447357	0.0727925851623508
Adrbk1	34.8216733433827	26.5981699578568	-0.38865854591607	0.0289259632319567
Adrm1	148.587336557938	162.435234206762	0.128553438232602	0.405570819116441
Adsl	36.7231951077971	38.556359188978	0.0702772406370517	0.663071423558951
Adss	161.646653713821	69.3543577911207	-1.22078520181547	0.00216556209483437
Aebp1	222.998897639377	23.4881061658801	-3.24703427904238	0.00150251852116728
Aebp2	21.0989864064727	11.6055417047607	-0.862359829602411	0.0207251745551855
Aen	50.8302779040112	22.1120691262925	-1.20085408747488	0.022489892157219
Aes	682.818255735853	296.886310900731	-1.20159105679309	5.28666389174291e-05
Afap1	44.0444658877953	31.9703300391515	-0.46222712079366	0.0170994460868114
Afap1l2	5.19652799064137	0.401119286489629	-3.69544478240936	0.00727439716614816
Aff1	10.295771418378	7.90232198828584	-0.3817033922974	0.104779266696338
Aff3	3.15809519171881	1.28199901324569	-1.3006595062413	0.0785986184292206
Aff4	21.7724587369692	18.1741979397158	-0.260612641697871	0.228868718150552
Afg3l1	34.249512394468	23.8813806454647	-0.520197203760369	0.00252605519807248
Afg3l2	40.4951008904896	33.0848407693361	-0.291577044702133	0.0781707118056587
Afmid	2.26229044352892	0.643526747038003	-1.81371214337649	0.106373167682612
Aftph	28.9611823179752	21.1203842314571	-0.455484419450644	0.0534235850633896
Aga	96.1040823451249	25.7064686400871	-1.90246627837181	0.000491779824422894
Agap1	14.3177185537536	10.7185791424684	-0.417687951289295	0.0888742680616966
Agap3	21.8175553684086	17.452344048149	-0.32206863863449	0.212898906613297
Agbl5	3.12793497456092	0.741094473736247	-2.07748114911466	0.0350133827651986
Ager	2.11147482776914	0.576291997142345	-1.87337915741501	0.120542001561833
Agfg1	43.7699663247361	39.0618651652964	-0.164180435886393	0.47488112212029
Agfg2	15.4551908929579	8.69749612079992	-0.829419438086349	0.00283599334855966
Agk	14.8576565514415	11.315904321153	-0.392854698803277	0.132558738780864
Agl	9.59498636551149	6.25821865467847	-0.616528690851028	0.0290049546499515
Ago1	8.41838465481907	4.89006674908767	-0.783689273143638	0.00259337049538702
Ago2	13.3945196926852	11.4991942137364	-0.220110078898201	0.316405080476931
Ago3	3.21308845802818	2.26303251960737	-0.505703383342005	0.281392676757329
Ago4	0.716954503689972	0.202545678599323	-1.82363426684723	0.114076869944653
Agpat1	105.740818963733	74.725999889899	-0.500850204076363	0.0834519345460724
Agpat2	34.2536069555071	15.762375337111	-1.11977095351271	0.0190881199628843
Agpat3	8.53381800762668	5.46483297692702	-0.643013940806402	0.00543239122818386
Agpat4	52.4053590153523	19.5685796321646	-1.42117530745773	0.0095945123675081
Agpat5	23.9438476211187	11.6022553771374	-1.04524972271913	0.0133506810549932
Agpat6	38.1037532514837	44.7270281392492	0.231213791131137	0.365667662669647
Agpat9	4.71464069122594	2.59574516662828	-0.860999069586153	0.041569886919325
Agps	23.0247607464952	20.5941627151427	-0.16095069256084	0.432800861584615
Agrn	36.2928306901399	14.1259825368706	-1.36133336733438	0.00305038651384471
Agrp	1.51944749807521	0.432759804350547	-1.81190841592567	0.524106728976998
Agt	0.680060688606412	0.131938925805507	-2.36579323397069	0.250914602743879
Agtpbp1	11.2724682167552	9.08917581674019	-0.31058205667633	0.175587630765659
Agtr1a	12.6563285668411	5.98765585264204	-1.07979575040071	0.00979759222082691
Agtrap	18.7220172568781	6.05539478271545	-1.62844296566767	0.033297527410855
Ahctf1	12.6325066629605	16.6715306334025	0.400245625083467	0.069896759481581
Ahcy	60.0685898836364	82.5468146324451	0.458601747757297	0.0292690733859113
Ahcyl1	92.514199252141	79.3446095601741	-0.221542596229264	0.153064161773166
Ahcyl2	3.65817082111199	5.33750002848818	0.545041728014499	0.0560784915084544
Ahdc1	9.33675092791553	4.47971210208028	-1.05951458001214	0.00155004129398855
Ahi1	6.75595151896022	9.79147170786594	0.53536674518387	0.222013543327578
Ahnak	40.2627280616335	46.6747205963335	0.213196458691973	0.474306752352432
Ahr	30.7252010196819	15.4029771677011	-0.996213219974823	0.00261512417429491
Ahrr	0.814362031235393	0.145595928517734	-2.48370028665512	0.124060689993963
Ahsa1	131.789886016851	140.35083698395	0.0907980099066632	0.556659100666301
Ahsa2	14.6735404628273	12.6521517665212	-0.213834242868238	0.193430368746066
Aida	70.1067989937506	38.0725896072451	-0.880801662402081	0.00240918301652703
Aif1l	1.24644177613256	0.483090867046273	-1.36744900951126	0.047579433873833
Aifm1	47.8352050404429	34.365734919939	-0.477101970188916	0.0422722738893799
Aifm2	10.2740863417496	2.14886780047799	-2.25736146780216	0.0243156859823075
Aifm3	0.739103711882225	0.774447479440084	0.0673905841502266	0.917453810302639
Aig1	67.3309376873512	38.0962926310888	-0.821618949112519	0.00405497922175171
Aimp1	78.0179938562282	85.9151012274201	0.139104833404318	0.284643571977277
Aimp2	55.2488354940742	85.2803761735822	0.626269745413648	0.00642130090568577
Aip	43.6748061827662	28.5390079670454	-0.613866114113023	0.0082437790151804
Ajuba	33.1917784520431	11.7791674228942	-1.49458836271941	0.000497330794394279
Ak1	26.919559399693	5.46466434134839	-2.30045000873526	0.000320108857074213
Ak2	52.2240214191365	33.7363015251247	-0.630411732957879	0.0317210562414444
Ak3	123.524649173352	54.5657047265437	-1.17873257033347	0.00162386622831361
Ak4	7.44282508895682	5.08349149758218	-0.550030607555734	0.27095700076526
Ak6	31.7099657492324	29.6829141362993	-0.0953035828647091	0.772895952039573
Ak8	0.108468740094738	0.131024640838791	0.272558825996141	0.306601419665906
Akap1	32.9783805530174	41.8061238576507	0.342193732022594	0.165897975129338
Akap10	12.4930753956081	11.2235583768512	-0.154598517838366	0.42668981609636
Akap11	14.5176912151546	12.3152688096427	-0.237363917779362	0.270351702515871
Akap12	112.233133515215	29.3719736370674	-1.93398653659303	0.0154978930686522
Akap13	9.67193278241179	7.29169991608897	-0.407549028569814	0.0850738219462825
Akap17a	23.694150806832	18.8633417174756	-0.328945678092502	0.0657903177658802
Akap2	21.6408729019978	13.0150565639924	-0.733577110832116	0.00329105075575691
Akap5	0.297150802111547	0.113372776590918	-1.39012101764891	0.370295171162183
Akap6	5.48492919377623	0.152667688097317	-5.16700634149574	0.018324800940034
Akap7	4.48012049097412	1.87099315961231	-1.25973324941976	0.113075716156427
Akap8	28.1205800565883	27.0587385877249	-0.0555317679101716	0.684102921409298
Akap8l	38.3364968811294	40.9317154939083	0.094500620810024	0.645685908939522
Akap9	8.61908756494783	4.81201454564485	-0.840894147148428	0.00737025904967006
Akip1	17.7569654732495	6.93409564902977	-1.3566054150844	0.0338702146217396
Akirin1	37.9527468262389	44.180203558798	0.219195761549162	0.187330868825193
Akirin2	57.7771709224321	49.7925026112215	-0.214571035370867	0.266997989407536
Akna	4.66796137552706	3.17510791223117	-0.555986998170711	0.245934375077875
Akr1a1	782.761600604757	445.60188543564	-0.812817647368228	0.00126559999526423
Akr1b1	183.384828954044	226.715700832643	0.306010013366504	0.118712270015796
Akr1b8	2.85526684271289	8.08180367226907	1.5010517243371	0.0179118005942702
Akr1c12l1	1.58349261905055	0.129935359602755	-3.60724414952889	0.258667012990688
Akr1c13	22.5147965633665	1.70541205693245	-3.72268117554335	5.11217351994726e-05
Akr1c14	0.218225748556141	0.0952947150192738	-1.19535322538321	0.17976748951456
Akr1c19	0.613823641267928	0.0916533145570734	-2.74356525137365	0.304137642519537
Akr1cl	1.35349868061551	0.21485669583873	-2.65524683784764	0.249203510446
Akr1e2	5.09418172324714	4.50104467210502	-0.17859054206805	0.481895665307975
Akr7a2	33.2783867058563	59.1466668947954	0.829711375201576	0.104833019262182
Akt1	234.960335311296	124.143673548668	-0.920406487037291	0.00288864095969273
Akt1s1	87.6581867979923	87.1561835229687	-0.008285813401103	0.968307906829395
Akt2	50.4584874288327	29.6102927548265	-0.768998205540521	0.00277658343370123
Akt3	52.1123629112091	26.170982741915	-0.993657572041634	0.0137915900286566
Aktip	24.9100073111349	27.2431463717881	0.129167888030546	0.0803900389639604
Alad	26.8480417133026	18.8685869919203	-0.508830474210457	0.0610448153431514
Alas1	21.4813069246979	25.6063069219971	0.253417425080749	0.145211411183768
Alcam	40.4273068799075	71.5017615878543	0.822648686269363	0.0266708661599172
Aldh16a1	40.0080422435082	36.3352063489971	-0.138921934000547	0.303571057960663
Aldh1a2	1.40351302918895	1.56355505271999	0.155787560561657	0.68915939266369
Aldh1a3	0.188932608358893	0.19885654238555	0.0738563060103569	0.910746783462412
Aldh1l2	30.5963838474606	4.65726124848653	-2.7158074351344	1.92210652118477e-05
Aldh2	192.435832361191	209.410863494625	0.121958826119123	0.428477000568561
Aldh3a1	0.827419834484968	0.271292640667816	-1.608769629249	0.205881683727166
Aldh3a2	33.4524256441464	26.9085009560412	-0.314048802643733	0.134916031089889
Aldh3b1	9.85120789430293	2.18495618117023	-2.17269628270033	0.00285521253530122
Aldh4a1	15.7299113915692	10.1355944624482	-0.634079837156496	0.0578733343643324
Aldh5a1	1.99782653192818	1.14700678186528	-0.800557400123653	0.216257751962787
Aldh6a1	41.3626390940263	31.4847701271126	-0.393674103876983	0.0308431315311266
Aldh7a1	129.317679300782	56.1656013233549	-1.20316079654843	4.06006378444893e-05
Aldh9a1	108.705721344834	63.7113215503382	-0.770806205180733	0.0012910210211968
Aldoa	1406.18796000703	1143.62341705123	-0.298177380791897	0.0467281654485901
Aldoart2	1.25455894498654	0.863033496388699	-0.539691796791231	0.319291906998579
Aldoc	2.66064523747255	0.220017702131879	-3.59608464896874	0.0691463544215417
Alg1	18.0578237775264	18.8581824222001	0.0625665955700571	0.764895568319521
