BRD4_UNSTIM	BRD4_2H	BRD4_24H
Cpox	611.09325	450.273	833.9395
Cpped1	1388.2386	1403.5396	1764.29545
Cpq	7853.06935	7275.15545	7286.64085
Cpsf1	4982.6989	6275.30845	7208.02255
Cpsf2	1650.21955	1401.81025	2057.637
Cpsf3	1902.04955	2112.31135	2654.3782
Cpsf3l	4486.98535	4293.4079	6502.26685
Cpsf4	5784.4284	5669.36455	8056.55715
Cpsf6	2082.52505	2084.99735	2575.2327
Cpsf7	4515.29195	4133.4691	4628.3239
Cpt1a	7308.32835	6810.03515	10923.46165
Cpt1c	7387.2094	7755.60235	9842.60175
Cpt2	3357.76715	2968.85635	4220.70415
Cptp	4497.30085	4301.5154	6514.88695
Cpz	7452.4094	5201.853	10546.18955
Cr1l	818.31865	946.0915	1100.14835
Cradd	929.4334	757.3143	1113.3204
Crat	19350.07895	21713.6462	36081.32555
Crbn	542.43105	591.0081	712.74995
Crcp	4230.4376	3503.8874	6778.4814
Creb1	2445.49165	1887.61175	2692.2781
Creb3	10424.97945	9675.39855	12170.9005
Creb3l1	4203.5302	4178.71075	6794.8357
Creb3l2	15389.14355	14493.46175	19512.9921
Creb5	834.3993	797.3915	889.1148
Crebbp	2988.42335	3447.56725	2829.55885
Crebl2	2867.0055	2673.8547	3394.0951
Crebrf	5638.56975	5727.0843	6054.9002
Crebzf	3043.4612	2831.7426	2687.6565
Creld1	3623.776	3679.0888	5070.86625
Creld2	7082.3616	6105.40815	10369.6505
Crem	3465.58225	3596.7824	4764.92475
Crem	3465.58225	3596.7824	4764.92475
Crem	3465.58225	3596.7824	4764.92475
Crim1	8285.4768	8252.5978	9134.8291
Crip1	10317.83325	9468.43705	15353.9441
Crip1	10317.83325	9468.43705	15353.9441
Crip2	10812.13625	9783.2277	16166.37885
Cript	2056.09755	2133.46445	2152.1565
Crk	6735.84815	7248.9617	8826.7925
Crkl	1639.3876	1597.58305	1961.4689
Crlf1	9283.65725	10362.3109	13398.3291
Crlf2	1214.90815	1026.2395	1791.5555
Crlf3	4382.50915	4563.7111	4553.6622
Crls1	2465.3558	2794.3889	3388.31865
Crmp1	28.1792	10.47285	44.5961
Crnkl1	3923.68275	2639.76055	3933.3586
Crocc	1256.9712	1300.57825	1852.13695
Crot	1047.48425	807.32785	1400.11815
Crtap	4481.44115	3970.21245	7469.1382
Crtc1	6533.26425	7704.6607	9156.5144
Crtc2	5746.7298	5913.84845	7250.96145
Cry1	1109.0282	1283.6714	1336.3946
Cry2	5557.47535	4759.3243	7255.56455
Cryab	7497.1814	7911.0026	9164.34925
Crybb1	8878.02375	9821.9128	13860.751
Cryl1	1105.65155	1216.2467	1743.09935
Cryz	776.5282	639.5492	1057.084
Cryzl1	2450.867	2650.7278	2950.06755
Cs	4500.83575	4885.93685	5736.486
Csdc2	2687.7208	3114.1117	4450.1795
Cse1l	1292.1886	935.40005	1579.23845
Csf1	10176.23605	10358.24445	13114.3443
Csf2ra	959.23075	817.9776	1425.459
Csgalnact2	4612.24955	4342.2336	3902.58805
Csnk1a1	7620.9043	7496.6202	8958.7336
Csnk1d	7400.6793	6561.41105	8605.61715
Csnk1e	5062.33705	5276.45945	7994.8334
Csnk1g2	7315.3957	7024.8993	10717.2069
Csnk2a1	1012.15185	1285.8336	1256.8941
Csnk2a2	2682.5012	3114.08675	3389.448
Csnk2b	4113.45865	3934.2637	5907.3003
Csnk2b	4113.45865	3934.2637	5907.3003
Cspg4	10015.9183	11177.94325	17576.13575
Cspg5	262.77695	276.8565	428.1841
Cspg5	262.77695	276.8565	428.1841
Csrnp1	8998.51725	9148.7673	12316.4903
Csrnp2	2707.57235	2693.4504	3739.93605
Csrp1	25506.11185	26708.5197	38889.26795
Csrp2	2359.59255	2300.8335	2390.3092
Cst3	2246.63805	1948.9341	2090.41925
Cstb	3948.1388	3809.12975	6386.14345
Cstf1	1073.8181	1147.1021	1575.81305
Cstf2	3343.3893	3733.50325	3853.4082
Cstf2t	3671.59005	5660.3207	3702.69355
Cstf3	1611.94925	1717.02735	1851.81505
Ctbp1	1658.9973	1352.90865	2502.5004
Ctbp2	11565.7701	11305.4474	13503.68615
Ctbs	2493.4093	2537.84025	2687.54865
Ctc1	10151.80555	9969.53825	12869.6395
Ctcf	6610.4463	6600.75795	8018.5185
Ctdnep1	6507.82915	6833.24705	8840.2118
Ctdp1	2763.25675	3698.47555	4434.9023
Ctdsp1	6670.03205	5905.7428	10246.2352
Ctdspl2	2627.383	2588.0966	3020.347
Ctf1	4094.93765	3811.05195	5722.91555
Ctgf	43889.83325	40413.71695	38499.95055
Cth	2869.63855	3364.09615	3527.3815
Ctnna1	7283.637	7093.7475	10533.82715
Ctnnal1	557.17105	581.31535	788.247
Ctnnb1	1656.99045	1750.1738	2103.0967
Ctnnbip1	5908.7984	5488.064	8682.5354
Ctnnbl1	1688.0652	1650.15425	2450.46215
Ctnnd1	5977.8549	5746.67915	5727.67675
Ctns	2841.2241	2781.45	3660.56355
Ctps1	4668.2254	4577.5132	5913.3799
Ctr9	5297.5987	5143.9474	8186.9252
Ctrb1	12542.7178	13427.52675	18197.5908
Ctsa	9121.69325	8752.32515	13318.04975
Ctsb	8064.6352	8802.4687	9665.0746
Ctsd	8048.7858	7685.74525	14759.861
Ctsf	5245.0071	5210.46635	5286.87885
Ctsh	1361.7955	1039.7101	1639.00415
Ctsl	4257.45015	5289.6142	6443.58295
Ctsw	33126.46625	40793.0276	49237.76185
Cttnbp2	497.20565	555.72365	631.5409
Cttnbp2nl	10400.62295	14729.70075	13628.06935
Ctu1	754.9432	633.9282	1131.19
Ctu2	2405.4432	2292.6321	3443.61225
Ctxn1	2722.90055	2659.5366	3415.64575
Ctxn3	4992.62345	5501.1337	5002.4602
Cuedc1	3560.3945	3516.6126	4422.81625
Cuedc2	12611.7603	15957.6257	19048.17295
Cul1	2644.5248	3633.66635	2633.4251
Cul2	1988.68925	2049.1756	2278.7828
Cul4a	1552.25975	1891.96065	2422.26625
Cul5	2465.19405	1940.9152	2395.27875
Cul9	4586.2361	4845.13885	6294.3305
Cuta	4503.9696	4997.8971	6438.7945
Cuta	4503.9696	4997.8971	6438.7945
Cuta	4503.9696	4997.8971	6438.7945
Cutc	11392.0438	16820.928	12160.55335
Cwc15	4377.42325	4186.68005	5997.71775
Cwc25	8539.9338	8589.0441	12281.86445
Cwc27	1518.12525	1686.08555	1699.5037
Cwf19l1	2590.214	3180.5895	2949.92515
Cwf19l2	923.97535	978.3276	617.20555
Cx3cl1	1895.05045	1724.61275	2571.38325
Cxadr	3472.3875	3460.04825	3957.4913
Cxcl1	5575.14825	5851.05605	6442.4571
Cxcl10	1815.2994	2137.007	2352.16215
Cxcl12	2784.51315	3142.2083	4818.9482
Cxcl16	1218.52935	2120.2475	1588.44725
Cxcr5	8337.5809	7400.57855	12781.54095
Cxxc1	1310.1	1246.22755	1904.1025
Cyb561	2600.9125	2039.2443	3990.57985
Cyb561d1	1860.07265	1836.07405	2651.7811
Cyb561d2	4966.57515	5281.83525	7214.60265
Cyb5a	970.4836	550.4152	1183.29
Cyb5b	2112.79795	2409.52055	3260.05255
Cyb5d1	12409.29815	12242.3294	17873.16995
Cyb5d2	1718.7835	1663.9011	1893.6118
Cyb5r1	4188.2339	3655.42795	4908.4781
Cyb5r3	8380.7626	7168.3357	12452.17925
Cyb5r4	572.0355	762.6955	728.10405
Cyba	2312.90605	2043.4917	3289.1588
Cybrd1	497.5431	418.68015	832.4456
Cyc1	7323.61125	7855.68295	10583.22165
Cycs	2956.549	3068.70785	3726.0179
Cyfip1	2224.99945	2148.89825	2733.1192
Cyhr1	5132.44765	5976.10875	7995.29435
Cyld	1804.18095	1954.7593	1698.0407
Cyp1b1	14030.0471	14402.49855	22529.3572
Cyp20a1	1649.3633	1696.3435	2119.3295
Cyp26a1	1374.7038	1504.53	2117.4556
Cyp26b1	1114.8244	1222.0407	2109.6728
Cyp27a1	3168.8679	3498.6667	4116.88365
Cyp27b1	2330.85465	2849.005	3432.34905
Cyp2j3	30.42	28.0176	52.5408
Cyp2s1	12960.69425	16230.89275	21577.23305
Cyp2u1	1185.0128	1233.9122	1625.07425
Cyp39a1	1668.27215	1266.47025	1643.79845
Cyp4f1	788.6647	501.8255	1518.958
Cyp4f17	2008.73555	1462.8982	2701.00065
Cyp4f5	514.2608	353.01845	748.1793
Cyp4f6	1004.76755	968.30175	1574.12635
Cyp4v3	2769.93495	2690.16485	3650.5978
Cyp51	2066.3927	1790.59425	2409.35155
Cyr61	14076.8802	23146.45645	16190.97485
Cys1	3154.8651	2107.7379	4751.9565
Cyth1	3925.4049	3718.6855	5727.2673
Cyth2	4471.11645	4192.6454	7305.3946
Cyth3	10553.83885	10630.372	13739.25125
D2hgdh	2168.7145	1974.84785	3254.0037
Daam1	8354.01485	8247.74405	8828.5615
Dab2ip	5229.79035	6641.7968	8656.76625
Dact3	6237.44845	4541.16925	9200.1924
Dad1	4166.513	5474.98415	6268.343
Dagla	4200.48685	4631.37825	5918.9646
Daglb	1429.71855	1550.3796	2050.15915
Dalrd3	3111.16555	2904.186	4849.38275
Dap	8582.59515	9332.70585	11452.94325
Dap3	2857.2351	2990.97745	2957.5265
Dapk2	7228.0992	9742.69455	9065.37855
Dapk3	9602.36675	10177.7295	15597.1369
Dapp1	547.9302	486.60705	751.72935
Dars	1382.75885	1279.72085	1527.8175
Dars2	2903.5526	3285.0981	2800.1802
Daxx	3971.0511	4674.7687	5365.4943
Dazap1	4448.11325	5100.01505	6668.91255
Dazap2	2895.699	2429.6949	4882.8118
Dbf4	918.9262	801.19455	1006.3318
Dbi	2394.3119	2248.84955	3481.85615
Dbil5	4470.8364	4376.19305	6544.74495
Dbn1	10099.3732	11565.9909	15819.94805
Dbndd1	18373.4363	18906.73575	29982.8753
Dbndd2	15833.0375	17927.921	22529.87295
Dbnl	6265.87045	4725.18025	7927.05235
Dbp	6632.70625	5821.53985	10839.70805
Dbr1	3301.2006	2912.4116	4364.58975
Dbt	1700.7177	1736.042	1946.63695
Dcaf10	1621.48255	1981.4226	1985.82935
Dcaf11	2451.41395	2160.72135	3196.5884
Dcaf11	2451.41395	2160.72135	3196.5884
Dcaf13	1416.2786	1426.0586	1790.2194
Dcaf15	2193.9947	1975.97035	3051.22055
Dcaf17	1557.64875	1389.8606	1763.45485
Dcaf4	509.2569	591.59085	691.39755
Dcaf5	15162.94255	20128.43725	16404.2559
Dcaf6	1675.60075	1541.1714	2217.51105
Dcaf7	945.1882	730.73295	1116.47235
Dcaf8	3399.837	3186.8075	4114.73295
Dcakd	11241.5949	11330.21165	15743.18725
Dcbld2	2632.4507	2846.76845	2445.9766
Dcdc2	4610.02295	4880.394	4131.987
Dck	833.62935	729.24275	1080.92535
Dclk1	3584.4496	3842.9274	4930.4056
Dclk2	223.3709	247.9255	284.8139
Dclre1a	4272.86885	4911.87865	5996.0831
Dclre1b	4258.5562	4518.3431	5023.3485
Dclre1c	1622.1303	1313.3971	2065.3746
Dcp1a	1888.57325	1756.7805	2486.73015
Dcp2	486.6487	441.74575	510.18685
Dcps	7365.2681	7643.0484	9701.69785
Dctn2	4087.4845	4504.7654	5620.0461
Dctn3	2089.27415	1481.12595	2786.302
Dctn4	6123.5349	6870.2461	8040.3194
Dctn5	1786.7626	1915.79075	2036.7259
Dctn6	9698.3722	5835.3031	8690.8551
Dctpp1	8572.04075	8240.3355	11449.0349
Dcun1d1	283.0824	356.7482	376.6443
Dcun1d2	670.8577	1062.3082	1183.55825
Dcun1d3	10356.6853	10993.89745	9166.8052
Dcun1d4	1020.0684	1039.0611	1417.736
Dcun1d5	1551.27895	1472.6371	1678.75355
Dcxr	3157.85265	3125.68105	5233.09955
Dda1	4429.52905	4044.0674	6430.98955
Ddah1	8110.00395	13196.18505	9556.75905
Ddah2	3023.73205	3213.10675	4921.19015
Ddah2	3023.73205	3213.10675	4921.19015
Ddb1	8771.11755	7760.64875	10147.18515
Ddb2	2790.4725	2619.1011	3451.66105
Ddhd1	1477.28545	1541.8939	2356.46025
Ddi2	2183.3451	2695.2256	3359.05275
Ddias	8112.22625	8531.46365	7420.99205
Ddit3	4536.3845	4738.5654	6379.6461
Ddit4	11393.20995	10851.22455	18822.3571
Ddn	2739.0874	3334.25425	4317.7272
Ddost	1804.3659	1955.16175	2607.6055
Ddr1	9007.31485	8241.80655	12666.8505
Ddr1	9007.31485	8241.80655	12666.8505
Ddrgk1	3080.12375	2961.9574	4403.18815
Ddt	1211.39405	994.55235	1946.03985
Ddx1	8616.25025	9178.08245	8439.86605
Ddx10	2313.43835	1847.5212	2100.9492
Ddx18	813.05415	1047.7461	858.86355
Ddx19a	13994.86495	16107.6315	17659.96215
Ddx19b	4749.26605	5404.2604	5594.6026
Ddx20	5254.77605	4215.9403	4322.38815
Ddx21	1526.60315	2035.6582	1691.8725
Ddx23	9275.7141	10573.21005	13472.84525
Ddx24	3096.1235	3061.2984	4012.82255
Ddx25	4418.17565	4219.2486	5833.99155
Ddx27	4877.93575	4769.7392	6010.06445
Ddx28	2241.62905	2381.7368	3142.25325
Ddx3	1111.77425	755.75225	1053.1434
Ddx31	1505.3121	1591.5209	1739.6425
Ddx39a	4606.5082	5008.15205	6436.64925
Ddx39b	2681.3333	2833.1609	4074.4304
Ddx3x	3097.04745	2586.14165	3906.47695
Ddx41	5697.40705	5917.46135	8495.54465
Ddx42	5468.84315	5075.47225	6381.3351
Ddx46	2813.8382	2779.9134	3460.41905
Ddx47	2656.5142	3345.26575	3551.57665
Ddx49	6291.1256	6894.51385	8886.14685
Ddx5	3939.8701	3589.62685	4321.35175
Ddx50	1523.18395	1928.9006	1874.7685
Ddx51	678.5407	605.21135	1040.2382
Ddx52	8202.663	9653.9871	10072.9926
Ddx54	6728.19015	6560.3891	11250.70915
Ddx55	2334.11805	2671.35755	3135.20905
Ddx56	1355.74495	1251.56565	2003.6824
Ddx58	2988.7868	2871.94805	2949.77595
Ddx59	2143.7108	1737.21625	2865.1499
Ddx6	1941.5245	1832.0031	2640.6788
Deaf1	5459.2012	6019.32815	7825.8335
Decr1	2683.6928	2470.06005	3432.76545
Decr2	4678.19475	4239.70965	7747.14385
Def6	3843.13875	3894.6027	7391.36095
Degs1	1408.52065	1663.5681	1869.18775
Dek	1654.6447	1510.3603	1999.2452
Dennd5a	3998.90975	4310.2215	4723.7337
Dennd6a	4133.4003	4149.60355	4830.22595
Dennd6b	5765.9906	6257.14135	8472.2639
Denr	2167.19445	2098.42275	3301.4643
Depdc1	1118.47095	963.5407	1122.04855
Depdc1b	571.0713	602.6871	837.045
Depdc5	2517.76475	2040.0281	3399.8376
Depdc7	1722.5772	1641.6439	2348.23185
Derl1	3754.5756	3489.81575	4888.21925
Des	5060.84945	7157.8041	9081.0666
Desi1	2011.3678	2348.97065	2217.32695
Desi2	1876.87735	1918.0146	2170.69485
Det1	3578.8866	4704.0155	5570.4016
Dexi	1706.74165	2006.10355	2440.31135
Dffa	662.2105	533.1714	742.54015
Dffb	1358.7234	1541.11195	1906.27605
Dfna5	1939.4377	1872.47225	2657.12805
Dfnb31	1729.2364	1708.92425	2342.0838
Dgat1	2287.35085	2386.74075	2992.30435
Dgat2	9832.33495	8640.502	11367.6625
Dgcr14	2521.0064	3012.98685	3663.8917
Dgcr2	1427.5792	1655.26355	1347.5407
Dgcr6	1280.90255	1103.56945	1652.996
Dgcr8	3566.7323	3898.7088	4815.53675
Dgka	4724.69905	5047.6547	6188.61035
Dgke	1740.45975	1187.19825	2226.87265
Dgkg	442.01055	554.9019	489.9222
Dgkq	2360.9445	2611.78025	2769.6127
Dgkz	3897.7019	3912.88975	6345.3827
Dguok	5903.4224	6357.46625	6962.9151
Dhcr24	2551.37215	2618.70995	3097.005
Dhcr7	1620.9108	1575.41675	2155.48435
Dhdds	1038.98535	910.11135	1439.8937
Dhfr	800.99165	1034.1033	843.9575
Dhodh	1521.0246	1194.94185	2023.96025
Dhps	4179.9012	4456.6284	5201.7608
Dhrs1	8182.07	9599.7468	11012.69555
Dhrs11	2622.9521	2914.1426	2724.0719
Dhrs3	4338.9276	3975.07365	6646.9249
Dhrs4	822.2011	801.93335	1256.0419
Dhrs7b	4873.99245	3879.07115	5146.13435
Dhrs9	10285.01755	12039.65825	10595.72915
Dhrsx	1767.7368	2020.1193	2505.9876
Dhtkd1	946.44235	895.067	1067.3921
Dhx15	2289.9738	2717.75415	2945.9957
Dhx16	7035.7467	7459.6938	9067.87825
Dhx30	5044.4808	4948.40395	6463.35775
Dhx32	1563.7943	1640.7843	1835.2589
Dhx33	3167.582	3630.2724	3809.44505
Dhx34	873.28435	877.922	1204.4265
Dhx35	2004.24525	2467.92025	3092.867
Dhx36	716.3932	703.73845	821.0574
Dhx37	11935.4831	11024.52565	17040.80135
Dhx38	2288.1472	1932.99245	2185.95175
Dhx40	3070.35465	3303.9792	2761.56945
Dhx58	1444.5009	1587.4422	1996.49805
Dhx8	2980.71025	2774.2322	4162.5229
Dhx9	1225.02805	969.4222	1750.53085
Diablo	1345.0326	1486.994	2239.0868
Diaph1	3815.9088	4051.6119	4461.6098
Diaph3	3656.4758	3441.6245	4184.0343
Diexf	2694.6862	2798.21055	3753.06895
Dimt1	2311.9364	2512.4305	2376.16115
Dip2a	1904.57775	2020.64265	2275.06775
Dip2c	2360.119	3917.60065	2752.84485
Dirc2	952.23235	1030.41045	1074.63835
Dis3	1605.8064	1589.5486	1898.0893
Dis3l	1406.7852	1207.354	1747.4608
Dis3l2	2426.7762	1919.9561	2393.66825
Disp1	2576.2374	2789.7896	3634.8357
Dkc1	1245.06625	1118.86195	1533.1677
Dkk3	23051.13105	19725.36205	33336.83245
Dlat	2890.46675	2754.38545	3951.25325
Dlc1	4874.07435	5741.70625	5574.29725
Dld	1933.3368	2453.9239	2285.7193
Dlg1	2014.84115	2280.30805	2187.43135
Dlg3	772.97035	824.85975	1005.3982
Dlg4	7439.68255	8152.56895	10755.6273
Dlgap5	3228.28275	3333.63915	4808.9005
Dlk2	6766.74675	7016.62555	9776.96435
Dlst	2628.57485	3109.09905	3931.973
Dlx1	2827.4343	2621.5772	4604.2867
Dlx2	2640.2343	2596.1772	4017.1867
Dmap1	534.8904	433.7432	725.3136
Dmd	966.01015	737.06125	903.72905
Dmd	966.01015	737.06125	903.72905
Dmrta2	327.02	339.0664	511.2812
Dmtf1	2410.41555	2483.1467	2755.4092
Dnaaf2	4896.06195	5818.0379	5317.29305
Dnaaf3	1995.91945	2078.25025	2625.66685
Dnaaf5	2324.08335	2785.44585	3511.33745
Dnah1	3269.5663	3751.7177	4212.57545
Dnai2	1170.1524	1704.8244	1936.8195
Dnaja1	3465.6027	3663.4567	3936.09525
Dnaja2	1415.8405	1884.6706	1721.38825
Dnaja3	11865.1897	10642.98945	16683.88625
Dnaja4	2044.43525	1926.11065	3004.89725
Dnajb1	4070.4701	4039.44665	5899.20585
Dnajb11	923.5992	1151.2	1046.7162
Dnajb12	8338.1975	7821.02465	14310.64665
Dnajb14	880.8062	675.8976	834.6668
Dnajb2	5166.5057	5228.9072	7496.63675
Dnajb4	6772.89985	6383.10875	7093.85995
Dnajb5	2369.105	3087.1298	2969.61295
Dnajb6	5003.35375	5972.01715	8277.8417
Dnajb9	1311.28145	1286.88045	1666.1728
Dnajc10	2764.53105	2778.1409	2396.70705
Dnajc11	1443.6915	1345.5519	1918.3419
Dnajc14	2835.14005	2733.47785	4146.2813
Dnajc15	1107.06495	1173.31285	1215.9473
Dnajc16	1514.4028	1375.3816	2101.25265
Dnajc17	3561.65085	3134.7947	5898.30895
Dnajc18	4160.6428	4402.07	7021.4258
Dnajc19	794.75465	527.8607	841.37445
Dnajc2	1908.9192	2246.38825	2881.12455
Dnajc22	7641.0784	8274.61585	11091.2237
Dnajc24	1151.38505	1030.90695	1119.8589
Dnajc25	2052.90315	2446.43375	2648.7348
Dnajc27	1312.7829	1390.3296	2065.23015
Dnajc28	959.26825	1101.86355	1012.06735
Dnajc3	2012.6799	1923.0999	2602.07335
Dnajc30	910.9828	883.1226	1110.9056
Dnajc4	14006.3651	14456.51615	19878.8085
Dnajc5	2950.3053	3186.7661	4093.4273
Dnajc7	1552.1818	1504.8277	2266.17705
Dnajc8	5251.3753	5010.2281	7439.76635
Dnajc9	1338.33965	1166.81	1547.2243
Dnal4	8638.58005	10410.6922	16865.18295
Dnase1l1	4578.45645	4751.159	5277.56605
Dnase2	1697.7067	1310.95385	2457.56015
Dnlz	4883.3203	4523.9001	7279.5864
Dnm1	4028.9334	4132.6568	6053.1666
Dnm1l	748.93935	708.5993	859.36155
Dnm2	2730.086	2833.9934	3652.79265
Dnmt1	4061.7775	4372.5097	6399.7719
Dnmt3a	3246.6758	3765.5976	5834.1168
Dnmt3b	1699.4736	1857.9851	2070.8322
Dnpep	5997.91335	5901.30845	9709.8601
Dnph1	2610.9735	2532.87395	3756.88805
Dnttip1	2271.2129	2302.5927	3487.56145
Doc2a	11405.75255	11132.7436	15055.6307
Doc2g	6250.96235	6076.95945	8288.3807
Dock1	4498.4101	5151.556	6788.5815
Dock11	656.9372	705.6277	859.7417
Dock6	3252.6162	3152.41905	4775.0989
Dock8	9879.59455	10551.5204	10841.11215
Dock9	3922.05895	4754.5059	6424.2181
Dohh	15565.627	14654.1665	24084.50935
Dok1	10579.6643	12572.8623	15052.03875
Dok4	2694.56335	2779.4749	3780.1004
Dok5	2462.84315	3126.7115	4206.1468
Dok6	471.2671	500.8353	480.8729
Dolk	8638.2329	11302.10415	12829.66465
Dolpp1	13934.64805	15874.87285	26365.7606
Donson	1801.19855	2198.04575	1724.7359
Dot1l	5619.514	10130.7075	8021.7839
Dpagt1	4172.9772	4048.6967	5704.6011
Dpcd	2483.2411	2274.9011	3542.5817
Dpf1	4734.9259	3816.8696	6713.4315
Dpf2	14836.654	13625.47895	21184.05845
Dph1	4288.5959	4500.43935	6760.0837
Dph2	2913.7751	3059.98895	4375.8683
Dph3	3600.71035	3252.4468	5204.77595
Dph5	5526.6014	6675.53535	5458.9683
Dph6	657.9777	794.2695	868.6202
Dpm1	1786.9364	2479.076	2465.99115
Dpm2	5969.26015	6058.53765	8819.3508
Dpm3	4123.5044	3950.6428	7085.96715
Dpp3	4935.0993	4668.5661	7311.80755
Dpp7	4562.8116	4589.4652	7275.0407
Dpp8	3816.3977	3908.80305	4173.66945
Dpp9	6937.9355	7467.16215	10301.65435
Dpy19l1	1202.6367	1233.48365	1633.50685
Dpy19l3	2807.25915	2934.70315	4240.46625
Dpy19l4	1577.27015	1259.53865	1881.5721
Dpy30	4784.6076	3919.8978	4816.729
Dpysl2	4583.30995	3733.77	5897.3859
Dpysl3	18712.04735	19331.009	17085.01465
Dram1	6022.34345	6153.58625	6828.9928
Dram2	1038.8365	1171.5676	1096.23855
Drap1	24021.23815	30087.95	36137.69105
Drg1	2407.4284	2231.942	3136.33745
Drosha	739.291	614.45055	776.76625
Dscc1	2681.1592	1897.39105	3192.0039
Dscr3	11683.2128	11390.8857	14103.5493
Dse	4024.05845	4268.9189	4995.00895
Dsel	602.0369	556.0712	614.56165
Dsn1	4491.61215	3908.6302	7656.4881
Dstn	8311.26175	7244.8278	9439.11835
Dstyk	3863.84755	3661.6717	4849.5222
Dtd1	900.51855	1047.20225	1149.5874
Dtd2	5407.0672	5022.2151	6443.8587
Dtnb	3971.5332	4269.73725	4626.4658
Dtnbp1	1689.4217	1598.9229	2048.4327
Dtwd1	991.7957	919.81955	894.1368
Dtwd2	1565.90875	1408.85315	1983.2483
Dtx2	5666.63395	5387.8762	8645.83455
Dtx3	2618.3266	2173.78015	3961.1517
Dtx3l	2610.23375	3053.26585	3536.49185
Dtx4	8109.3196	8106.5248	9739.215
Dtymk	3472.3849	3788.90735	5066.4212
Duoxa1	3525.807	3473.7362	5017.29865
Dus1l	3772.771	3356.793	5248.3541
Dus2	2241.62905	2381.7368	3142.25325
Dus3l	2563.78415	3061.0089	4574.27705
Dus4l	1367.1099	1860.13065	1442.8955
Dusp1	15968.18075	15562.0538	22111.00055
Dusp10	6751.42685	10450.4497	9075.64755
Dusp12	3677.7831	4891.9682	5077.04415
Dusp14	6306.9746	7068.2742	8346.9938
Dusp14	6306.9746	7068.2742	8346.9938
Dusp14	6306.9746	7068.2742	8346.9938
Dusp18	5509.48305	5757.3167	8193.89355
Dusp19	1907.0243	2079.89785	1685.0727
Dusp2	1810.6937	2493.13345	2711.4799
Dusp22	1018.6586	1471.03815	1450.78405
Dusp23	686.4325	730.2184	1002.9116
Dusp3	1285.99885	1129.0566	1964.93335
Dusp4	1859.7463	2434.07895	2937.76305
Dusp5	4903.9152	11621.50615	10271.34715
Dusp6	14629.20505	22175.7998	17782.2735
Dusp7	9950.8675	11229.84415	16591.3917
Dusp8	7483.0081	6454.16355	9503.5187
Dut	12567.5421	13529.12665	15517.27205
Dut	12567.5421	13529.12665	15517.27205
Dvl1	5094.18255	4892.03545	7131.17035
Dvl2	6721.28455	7185.1723	9500.69035
Dvl3	5050.38915	6227.7182	6946.38725
Dxo	1445.8462	1533.73295	2180.86575
Dym	1894.28985	2062.68265	2261.37715
Dync1h1	3991.44095	3483.0796	5491.9279
Dync1i2	3176.0202	3269.00215	2643.9364
Dync1li1	1665.43355	1797.32675	1956.349
Dync1li2	6674.00395	6104.1642	8564.08225
Dync2h1	1559.43975	1485.4237	1683.11675
Dync2li1	5010.7505	4573.16775	5960.9467
Dynll1	6652.17155	5899.5084	9953.53515
Dynll2	2149.8083	2151.153	3261.7705
Dynlrb1	5034.51905	5021.8555	7202.01505
Dynlrb2	3012.676	3588.79625	3880.82775
Dynlt1	3072.70265	3512.99815	5373.5593
Dynlt3	339.5424	438.1681	382.6138
Dyrk1b	2928.57825	2853.0189	4174.2934
Dyrk2	1865.38595	1688.5177	2798.1851
Dysf	7580.2531	7640.84885	10322.7521
Dyx1c1	821.2055	858.65565	1056.7923
E2f1	3634.92065	2967.6167	5490.317
E2f3	2192.9823	2262.94	2845.41185
E2f4	4298.937	4089.89105	6148.11425
E2f6	12794.4203	16008.57325	14805.19545
E2f7	540.44735	613.6695	742.0126
E4f1	3528.17885	3944.21835	4382.47035
Eaf1	3197.67645	3811.38475	3887.4621
Eaf2	457.93905	534.17985	601.2291
Eapp	9226.9566	8608.88595	14043.86535
Eapp	9226.9566	8608.88595	14043.86535
Ears2	2487.907	3174.5943	2678.29745
Ebag9	1971.2813	1709.7128	1864.2347
Ebf1	2071.3745	1334.66825	2734.00085
Ebi3	3748.65685	3821.86775	5765.2764
Ebp	518.25495	576.41685	681.7406
Ebpl	3183.06795	2921.9466	5251.49
Ece1	4711.0239	5216.81445	7015.89665
Ece2	3474.18735	3820.27695	4934.7373
Ech1	9315.64265	7609.6041	14742.29405
Echdc1	2082.2435	2332.3373	2160.2683
Echdc2	307.8247	260.5219	447.4974
Echdc3	2813.1448	2410.03465	4388.6147
Echs1	5060.41165	3940.7957	8557.4497
Eci1	3239.02915	3656.78295	4092.37535
Eci2	2477.524	2263.5442	2841.31955
Eci3	1817.1359	1620.23295	2276.68995
Ecm1	4814.81815	4483.1067	6181.29645
Ecsit	2489.21835	2581.50645	3185.58945
Ect2	2045.6599	1906.4598	2558.7302
Eda	61.048	110.708	67.912
Edc4	4059.258	4469.1358	5183.18605
Edem1	2621.4853	3055.97085	3135.2182
Edem2	1067.56325	1406.4838	1204.5243
Edem3	3102.2834	3353.8801	3523.2635
Edf1	6866.2966	7909.78085	8344.25065
Edn1	8388.0591	6628.64195	8793.0856
Ednra	731.0944	832.31755	692.94415
Edrf1	3315.0092	3782.6892	4349.33315
Eed	8277.82835	5126.73715	6260.4594
Eef1a1	7137.7518	7026.2072	9292.1504
Eef1b2	1686.04815	1703.6179	2100.20595
Eef1e1	922.2169	962.6563	1151.13185
