FILE_PATH	UNIQUE_ID	GENOME	NAME	BACKGROUND	ENRICHED_REGION	ENRICHED_MACS	COLOR	FASTQ_FILE
/storage/cylin/grail/projects/resdk_rasmc_test/bams/	1190	rn6	RASMC_BRD4_PDGF_24H_NEW	RASMC_WCE_BRD4_PDGF_24H_NEW	NONE	RASMC_BRD4_PDGF_24H_NEW_peaks.bed	0,0,0	/storage/cylin/grail/data/rasmc/170113_WIGTC-HISEQA_C9YLJACXX/QualityScore/GTGGCC-s_1_1_sequence.txt.tar.gz
/storage/cylin/grail/projects/resdk_rasmc_test/bams/	1174	rn6	RASMC_BRD4_PDGF_24H_REP2	RASMC_WCE_PDGF_24H_POOLED	NONE	RASMC_BRD4_PDGF_24H_REP2_peaks.bed	0,0,0	/storage/cylin/grail/data/rasmc/BRD4/20150417_6273/CAGATC-s_2_1_sequence.txt.gz
/storage/cylin/grail/projects/resdk_rasmc_test/bams/	1188	rn6	RASMC_BRD4_PDGF_2H_NEW	RASMC_WCE_BRD4_PDGF_2H_NEW	NONE	RASMC_BRD4_PDGF_2H_NEW_peaks.bed	0,0,0	/storage/cylin/grail/data/rasmc/170113_WIGTC-HISEQA_C9YLJACXX/QualityScore/GTGAAA-s_1_1_sequence.txt.tar.gz
/storage/cylin/grail/projects/resdk_rasmc_test/bams/	1198	rn6	RASMC_BRD4_PDGF_2H_REP2	RASMC_WCE_PDGF_2H_POOLED	NONE	RASMC_BRD4_PDGF_2H_REP2_peaks.bed	0,0,0	/storage/cylin/grail/data/rasmc/BRD4/20150417_6271/ACAGTG-s_2_1_sequence.txt.gz
/storage/cylin/grail/projects/resdk_rasmc_test/bams/	1194	rn6	RASMC_BRD4_UNSTIM_NEW	RASMC_WCE_BRD4_UNSTIM_NEW	NONE	RASMC_BRD4_UNSTIM_NEW_peaks.bed	0,0,0	/storage/cylin/grail/data/rasmc/170113_WIGTC-HISEQA_C9YLJACXX/QualityScore/GTCCGC-s_1_1_sequence.txt.tar.gz
/storage/cylin/grail/projects/resdk_rasmc_test/bams/	1178	rn6	RASMC_BRD4_UNSTIM_REP1	RASMC_WCE_UNSTIM_POOLED	NONE	RASMC_BRD4_UNSTIM_REP1_peaks.bed	0,0,0	/storage/cylin/grail/data/rasmc/BRD4/20150417_6268/CGATGT-s_1_1_sequence.txt.gz
/storage/cylin/grail/projects/resdk_rasmc_test/bams/	1189	rn6	RASMC_POL2_PDGF_24H_JQ1_NEW	RASMC_WCE_PDGF_24H_JQ1_NEW	NONE	RASMC_POL2_PDGF_24H_JQ1_NEW_peaks.bed	0,0,0	/storage/cylin/grail/data/rasmc/170112_WIGTC-HISEQ2B_CAJ0MANXX/QualityScore/GGCTAC-s_4_1_sequence.txt.tar.gz
/storage/cylin/grail/projects/resdk_rasmc_test/bams/	1186	rn6	RASMC_POL2_PDGF_24H_NEW	RASMC_WCE_PDGF_24H_NEW	NONE	RASMC_POL2_PDGF_24H_NEW_peaks.bed	0,0,0	/storage/cylin/grail/data/rasmc/170112_WIGTC-HISEQ2B_CAJ0MANXX/QualityScore/TAGCTT-s_3_1_sequence.txt.tar.gz
/storage/cylin/grail/projects/resdk_rasmc_test/bams/	1187	rn6	RASMC_POL2_PDGF_2H_JQ1_NEW	RASMC_WCE_PDGF_2H_JQ1_NEW	NONE	RASMC_POL2_PDGF_2H_JQ1_NEW_peaks.bed	0,0,0	/storage/cylin/grail/data/rasmc/170112_WIGTC-HISEQ2B_CAJ0MANXX/QualityScore/GATCAG-s_3_1_sequence.txt.tar.gz
/storage/cylin/grail/projects/resdk_rasmc_test/bams/	1184	rn6	RASMC_POL2_PDGF_2H_NEW	RASMC_WCE_PDGF_2H_NEW	NONE	RASMC_POL2_PDGF_2H_NEW_peaks.bed	0,0,0	/storage/cylin/grail/data/rasmc/170112_WIGTC-HISEQ2B_CAJ0MANXX/QualityScore/ACTTGA-s_3_1_sequence.txt.tar.gz
/storage/cylin/grail/projects/resdk_rasmc_test/bams/	1165	rn6	RASMC_POL2_UNSTIM_NEW	RASMC_WCE_UNSTIM_NEW	NONE	RASMC_POL2_UNSTIM_NEW_peaks.bed	0,0,0	/storage/cylin/grail/data/rasmc/170112_WIGTC-HISEQ2B_CAJ0MANXX/QualityScore/CAGATC-s_2_1_sequence.txt.tar.gz
/storage/cylin/grail/projects/resdk_rasmc_test/bams/	1183	rn6	RASMC_WCE_BRD4_PDGF_24H_NEW	NONE	NONE	NONE	0,0,0	/storage/cylin/grail/data/rasmc/170113_WIGTC-HISEQA_C9YLJACXX/QualityScore/GAGTGG-s_2_1_sequence.txt.tar.gz
/storage/cylin/grail/projects/resdk_rasmc_test/bams/	1169	rn6	RASMC_WCE_BRD4_PDGF_2H_NEW	NONE	NONE	NONE	0,0,0	/storage/cylin/grail/data/rasmc/170113_WIGTC-HISEQA_C9YLJACXX/QualityScore/CGTACG-s_2_1_sequence.txt.tar.gz
/storage/cylin/grail/projects/resdk_rasmc_test/bams/	1180	rn6	RASMC_WCE_BRD4_UNSTIM_NEW	NONE	NONE	NONE	0,0,0	/storage/cylin/grail/data/rasmc/170113_WIGTC-HISEQA_C9YLJACXX/QualityScore/GTTTCG-s_2_1_sequence.txt.tar.gz
/storage/cylin/grail/projects/resdk_rasmc_test/bams/	1182	rn6	RASMC_WCE_PDGF_24H_JQ1_NEW	NONE	NONE	NONE	0,0,0	/storage/cylin/grail/data/rasmc/170112_WIGTC-HISEQ2B_CAJ0MANXX/QualityScore/CCGTCC-s_5_1_sequence.txt.tar.gz
/storage/cylin/grail/projects/resdk_rasmc_test/bams/	1172	rn6	RASMC_WCE_PDGF_24H_NEW	NONE	NONE	NONE	0,0,0	/storage/cylin/grail/data/rasmc/170112_WIGTC-HISEQ2B_CAJ0MANXX/QualityScore/ATGTCA-s_5_1_sequence.txt.tar.gz
/storage/cylin/grail/projects/resdk_rasmc_test/bams/	1199	rn6	RASMC_WCE_PDGF_24H_POOLED	NONE	NONE	NONE	0,0,0	/storage/cylin/grail/data/rasmc/NONE/20150417_6276/TAGCTT-s_3_1_sequence.txt.gz
/storage/cylin/grail/projects/resdk_rasmc_test/bams/	1166	rn6	RASMC_WCE_PDGF_2H_JQ1_NEW	NONE	NONE	NONE	0,0,0	/storage/cylin/grail/data/rasmc/170112_WIGTC-HISEQ2B_CAJ0MANXX/QualityScore/AGTTCC-s_5_1_sequence.txt.tar.gz
/storage/cylin/grail/projects/resdk_rasmc_test/bams/	1161	rn6	RASMC_WCE_PDGF_2H_NEW	NONE	NONE	NONE	0,0,0	/storage/cylin/grail/data/rasmc/170112_WIGTC-HISEQ2B_CAJ0MANXX/QualityScore/AGTCAA-s_4_1_sequence.txt.tar.gz
/storage/cylin/grail/projects/resdk_rasmc_test/bams/	1168	rn6	RASMC_WCE_PDGF_2H_POOLED	NONE	NONE	NONE	0,0,0	/storage/cylin/grail/data/rasmc/NONE/20150417_6275/GATCAG-s_3_1_sequence.txt.gz
/storage/cylin/grail/projects/resdk_rasmc_test/bams/	1197	rn6	RASMC_WCE_UNSTIM_NEW	NONE	NONE	NONE	0,0,0	/storage/cylin/grail/data/rasmc/170112_WIGTC-HISEQ2B_CAJ0MANXX/QualityScore/CTTGTA-s_4_1_sequence.txt.tar.gz
/storage/cylin/grail/projects/resdk_rasmc_test/bams/	1170	rn6	RASMC_WCE_UNSTIM_POOLED	NONE	NONE	NONE	0,0,0	/storage/cylin/grail/data/rasmc/NONE/20150417_6274/ACTTGA-s_3_1_sequence.txt.gz
