FILE_PATH	UNIQUE_ID	GENOME	NAME	BACKGROUND	ENRICHED_REGION	ENRICHED_MACS	COLOR	FASTQ_FILE
/storage/cylin/grail/bam/rn6_ercc/	20140328_1211	rn6_ercc	RASMC_RNA_PDGF_JQ1_24H_H				0,0,0	/storage/cylin/grail/data/rasmc/Rattus.norvegicus.ERCC/rat.aorta/smooth.muscle.cell/RNA/20140328_1211/ATGTCA-s_6_1_sequence.gz
/storage/cylin/grail/bam/rn6_ercc/	20140328_1216	rn6_ercc	RASMC_RNA_PDGF_JQ1_24H_E				0,0,0	/storage/cylin/grail/data/rasmc/Rattus.norvegicus.ERCC/rat.aorta/smooth.muscle.cell/RNA/20140328_1216/ACAGTG-s_7_1_sequence.gz
/storage/cylin/grail/bam/rn6_ercc/	20140328_1206	rn6_ercc	RASMC_RNA_PDGF_JQ1_24H_F				0,0,0	/storage/cylin/grail/data/rasmc/Rattus.norvegicus.ERCC/rat.aorta/smooth.muscle.cell/RNA/20140328_1206/TAGCTT-s_5_1_sequence.gz
/storage/cylin/grail/bam/rn6_ercc/	20140328_1212	rn6_ercc	RASMC_RNA_0H_A				0,0,0	/storage/cylin/grail/data/rasmc/Rattus.norvegicus.ERCC/cardiomyocyte/cardiomyoctye/RNA/20140328_1212/ATCACG-s_7_1_sequence.gz
/storage/cylin/grail/bam/rn6_ercc/	20140328_1210	rn6_ercc	RASMC_RNA_PDGF_24H_D				0,0,0	/storage/cylin/grail/data/rasmc/Rattus.norvegicus.ERCC/rat.aorta/smooth.muscle.cell/RNA/20140328_1210/AGTTCC-s_6_1_sequence.gz
/storage/cylin/grail/bam/rn6_ercc/	20140328_1205	rn6_ercc	RASMC_RNA_PDGF_24H_B				0,0,0	/storage/cylin/grail/data/rasmc/Rattus.norvegicus.ERCC/rat.aorta/smooth.muscle.cell/RNA/20140328_1205/GATCAG-s_5_1_sequence.gz
/storage/cylin/grail/bam/rn6_ercc/	20140328_1204	rn6_ercc	RASMC_RNA_PDGF_JQ1_2H_G				0,0,0	/storage/cylin/grail/data/rasmc/Rattus.norvegicus.ERCC/rat.aorta/smooth.muscle.cell/RNA/20140328_1204/ACTTGA-s_5_1_sequence.gz
/storage/cylin/grail/bam/rn6_ercc/	20140328_1202	rn6_ercc	RASMC_RNA_0H_B				0,0,0	/storage/cylin/grail/data/rasmc/Rattus.norvegicus.ERCC/cardiomyocyte/cardiomyoctye/RNA/20140328_1202/GCCAAT-s_5_1_sequence.gz
/storage/cylin/grail/bam/rn6_ercc/	20140328_1213	rn6_ercc	RASMC_RNA_PDGF_2H_B				0,0,0	/storage/cylin/grail/data/rasmc/Rattus.norvegicus.ERCC/rat.aorta/smooth.muscle.cell/RNA/20140328_1213/CGATGT-s_7_1_sequence.gz
/storage/cylin/grail/bam/rn6_ercc/	20140328_1209	rn6_ercc	RASMC_RNA_PDGF_JQ1_2H_H				0,0,0	/storage/cylin/grail/data/rasmc/Rattus.norvegicus.ERCC/rat.aorta/smooth.muscle.cell/RNA/20140328_1209/AGTCAA-s_6_1_sequence.gz
/storage/cylin/grail/bam/rn6_ercc/	20140328_1215	rn6_ercc	RASMC_RNA_PDGF_24H_A				0,0,0	/storage/cylin/grail/data/rasmc/Rattus.norvegicus.ERCC/rat.aorta/smooth.muscle.cell/RNA/20140328_1215/TGACCA-s_7_1_sequence.gz
/storage/cylin/grail/bam/rn6_ercc/	20140328_1203	rn6_ercc	RASMC_RNA_PDGF_2H_C				0,0,0	/storage/cylin/grail/data/rasmc/Rattus.norvegicus.ERCC/rat.aorta/smooth.muscle.cell/RNA/20140328_1203/CAGATC-s_5_1_sequence.gz
/storage/cylin/grail/bam/rn6_ercc/	20140328_1214	rn6_ercc	RASMC_RNA_PDGF_JQ1_2H_E				0,0,0	/storage/cylin/grail/data/rasmc/Rattus.norvegicus.ERCC/rat.aorta/smooth.muscle.cell/RNA/20140328_1214/TTAGGC-s_7_1_sequence.gz
/storage/cylin/grail/bam/rn6_ercc/	20140328_1208	rn6_ercc	RASMC_RNA_PDGF_2H_D				0,0,0	/storage/cylin/grail/data/rasmc/Rattus.norvegicus.ERCC/rat.aorta/smooth.muscle.cell/RNA/20140328_1208/CTTGTA-s_6_1_sequence.gz
